SNO,Date,Time,ADC,Humidity_pct,Temp_C,Voltage_V,PHASE
1,10/9/2025,09:49:12:463358,1302,75.27,30.85,2.68,AC on Door Open
2,10/9/2025,09:49:19:383355,1311,76.45,30.56,2.66,
3,10/9/2025,09:49:24:472362,1217,76.74,30.32,2.65,
4,10/9/2025,09:49:28:773361,1098,76.56,30.12,2.67,
5,10/9/2025,09:49:33:478363,1005,76,29.93,2.66,
6,10/9/2025,09:49:39:824364,970,75.9,29.75,2.66,
7,10/9/2025,09:49:43:517362,860,75.7,29.59,2.67,
8,10/9/2025,09:49:49:252362,811,75.43,29.43,2.66,
9,10/9/2025,09:49:56:210361,802,75.76,29.25,2.67,
10,10/9/2025,09:49:59:899362,709,75.91,29.09,2.67,
11,10/9/2025,09:50:03:581362,652,76.38,28.95,2.66,
12,10/9/2025,09:50:07:269362,601,76.71,28.83,2.66,
13,10/9/2025,09:50:12:390362,591,77.03,28.7,2.67,
14,10/9/2025,09:50:16:489362,565,76.86,28.58,2.66,
15,10/9/2025,09:50:20:177362,529,76.81,28.48,2.67,
16,10/9/2025,09:50:24:685362,518,77.07,28.38,2.66,
17,10/9/2025,09:50:28:166361,488,77.12,28.29,2.66,
18,10/9/2025,09:50:32:669362,486,77.34,28.2,2.66,
19,10/9/2025,09:50:37:993362,493,77.32,28.11,2.66,
20,10/9/2025,09:50:41:478361,464,77.16,28.02,2.66,
21,10/9/2025,09:50:45:373362,447,77.04,27.93,2.66,
22,10/9/2025,09:50:49:667362,440,77.31,27.85,2.64,
23,10/9/2025,09:50:54:173361,437,77.17,27.76,2.66,
24,10/9/2025,09:50:57:661362,409,77.11,27.68,2.66,
25,10/9/2025,09:51:02:165362,411,77.05,27.6,2.65,
26,10/9/2025,09:51:06:866362,412,77.1,27.51,2.66,
27,10/9/2025,09:51:10:356362,396,77.04,27.43,2.66,
28,10/9/2025,09:51:14:044362,384,76.89,27.35,2.66,
29,10/9/2025,09:51:18:545362,389,77.12,27.27,2.66,
30,10/9/2025,09:51:23:464362,397,77.57,27.19,2.65,
31,10/9/2025,09:51:27:144362,386,77.88,27.13,2.66,
32,10/9/2025,09:51:30:424361,371,77.86,27.07,2.66,
33,10/9/2025,09:51:34:314362,369,77.78,27.02,2.69,
34,10/9/2025,09:51:38:408362,370,77.86,26.97,2.66,
35,10/9/2025,09:51:42:715362,373,77.79,26.92,2.67,
36,10/9/2025,09:51:46:806362,371,77.75,26.88,2.66,
37,10/9/2025,09:51:50:498362,363,77.23,26.82,2.66,
38,10/9/2025,09:51:54:389362,360,76.81,26.76,2.69,
39,10/9/2025,09:52:00:731362,385,77.05,26.68,2.68,
40,10/9/2025,09:52:05:244362,383,77.49,26.61,2.66,
41,10/9/2025,09:52:09:543362,381,77.49,26.54,2.67,
42,10/9/2025,09:52:13:231362,367,77.5,26.49,2.64,
43,10/9/2025,09:52:16:706362,356,77.6,26.44,2.66,
44,10/9/2025,09:52:20:401362,353,77.55,26.4,2.65,
45,10/9/2025,09:52:25:109362,363,77.5,26.35,2.64,
46,10/9/2025,09:52:29:609362,367,77.66,26.3,2.65,
47,10/9/2025,09:52:33:501362,361,77.78,26.26,2.66,
48,10/9/2025,09:52:37:196362,356,77.71,26.22,2.66,
49,10/9/2025,09:52:41:699362,361,77.74,26.19,2.64,
50,10/9/2025,09:52:47:226362,376,77.69,26.15,2.65,
51,10/9/2025,09:52:51:730362,376,77.45,26.11,2.65,
52,10/9/2025,09:52:56:847362,382,77.49,26.07,2.68,
53,10/9/2025,09:53:00:842362,371,77.23,26.03,2.67,
54,10/9/2025,09:53:05:151379,370,77.22,25.99,2.65,
55,10/9/2025,09:53:10:994362,386,77.06,25.95,2.66,
56,10/9/2025,09:53:22:797361,467,77.36,25.89,2.66,
57,10/9/2025,09:53:29:414361,466,77.11,25.84,2.66,
58,10/9/2025,09:53:38:051362,489,76.9,25.78,2.67,
59,10/9/2025,09:53:44:573362,480,76.92,25.72,2.66,
60,10/9/2025,09:53:48:082362,435,76.68,25.69,2.64,
61,10/9/2025,09:53:56:580362,465,76.71,25.64,2.66,
62,10/9/2025,09:54:01:513365,445,76.53,25.59,2.65,
63,10/9/2025,09:54:08:040361,450,76.51,25.54,2.64,
64,10/9/2025,09:54:12:528363,421,76.37,25.5,2.65,AC on Door Open Ends
65,10/9/2025,09:54:16:622362,403,76.37,25.47,2.65,AC on Door Close starts
66,10/9/2025,09:54:21:542362,400,76.38,25.44,2.66,
67,10/9/2025,09:54:48:713361,612,75.64,25.35,2.67,
68,10/9/2025,09:54:52:880366,533,75.01,25.27,2.66,
69,10/9/2025,09:54:56:891366,475,74.52,25.19,2.66,
70,10/9/2025,09:55:05:768366,490,74.34,25.07,2.65,
71,10/9/2025,09:55:10:488363,459,74.28,24.96,2.65,
72,10/9/2025,09:55:13:763363,410,74.19,24.87,2.67,
73,10/9/2025,09:55:17:862364,392,74.46,24.8,2.67,
74,10/9/2025,09:55:21:136362,370,74.63,24.74,2.68,
75,10/9/2025,09:55:24:828362,357,74.45,24.69,2.66,
76,10/9/2025,09:55:31:429355,374,73.93,24.61,2.65,
77,10/9/2025,09:55:40:763355,408,73.54,24.51,2.64,
78,10/9/2025,09:55:46:204349,400,73.24,24.41,2.67,
79,10/9/2025,09:55:56:059355,438,73.31,24.28,2.66,
80,10/9/2025,09:55:59:753389,398,73.05,24.17,2.67,
81,10/9/2025,09:56:06:306372,397,72.78,24.06,2.64,
82,10/9/2025,09:56:17:319368,441,72.77,23.92,2.64,
83,10/9/2025,09:56:27:045355,460,72.75,23.77,2.66,
84,10/9/2025,09:56:41:571378,507,72.48,23.6,2.66,
85,10/9/2025,09:56:53:433383,522,72.44,23.45,2.65,
86,10/9/2025,09:56:58:874350,475,72.34,23.33,2.67,
87,10/9/2025,09:57:04:337364,444,71.91,23.21,2.67,
88,10/9/2025,09:57:26:019354,540,71.14,23.04,2.67,
89,10/9/2025,09:57:29:868362,472,70.94,22.91,2.66,
90,10/9/2025,09:57:36:302355,446,71.06,22.8,2.64,
91,10/9/2025,09:57:41:327361,409,70.72,22.72,2.64,
92,10/9/2025,09:57:46:136362,388,70.46,22.64,2.66,
93,10/9/2025,09:57:49:731362,361,70.07,22.58,2.66,
94,10/9/2025,09:57:54:035362,346,69.88,22.52,2.64,
95,10/9/2025,09:57:58:228362,335,69.61,22.47,2.66,
96,10/9/2025,09:58:02:422362,322,69.31,22.4,2.65,
97,10/9/2025,09:58:09:899361,338,69.32,22.32,2.66,
98,10/9/2025,09:58:13:683362,323,69.22,22.25,2.66,
99,10/9/2025,09:58:17:779362,313,69.21,22.2,2.67,
100,10/9/2025,09:58:21:736364,304,69.12,22.15,2.66,
101,10/9/2025,09:58:26:791362,305,68.99,22.1,2.67,
102,10/9/2025,09:58:30:891362,295,68.87,22.05,2.66,
103,10/9/2025,09:58:33:961362,282,68.7,22.01,2.65,
104,10/9/2025,09:58:37:855362,276,68.56,21.98,2.64,
105,10/9/2025,09:58:42:210363,276,68.46,21.95,2.66,
106,10/9/2025,09:58:45:428362,267,68.33,21.92,2.65,
107,10/9/2025,09:58:51:897355,280,68.03,21.88,2.66,
108,10/9/2025,09:58:55:469362,271,67.75,21.84,2.66,
109,10/9/2025,09:58:58:813365,261,67.43,21.8,2.66,
110,10/9/2025,09:59:05:714362,279,67.29,21.74,2.65,
111,10/9/2025,09:59:09:019362,267,67.27,21.69,2.67,
112,10/9/2025,09:59:15:291377,276,67.22,21.62,2.66,
113,10/9/2025,09:59:20:248364,276,67.02,21.56,2.67,
114,10/9/2025,09:59:26:821362,285,66.8,21.5,2.66,
115,10/9/2025,09:59:33:361362,290,66.81,21.44,2.67,
116,10/9/2025,09:59:37:046362,278,66.7,21.4,2.66,
117,10/9/2025,09:59:41:340362,271,66.54,21.35,2.66,
118,10/9/2025,09:59:46:264361,271,66.35,21.31,2.65,
119,10/9/2025,09:59:49:742361,260,66.02,21.26,2.65,
120,10/9/2025,09:59:53:831363,254,65.83,21.21,2.67,
121,10/9/2025,09:59:58:134362,252,65.8,21.17,2.67,
122,10/9/2025,10:00:01:617363,244,65.64,21.12,2.67,
123,10/9/2025,10:00:04:893361,238,65.54,21.08,2.65,
124,10/9/2025,10:00:09:001361,236,65.4,21.03,2.66,
125,10/9/2025,10:00:12:688361,233,65.28,20.98,2.67,
126,10/9/2025,10:00:16:367361,231,65.29,20.94,2.66,
127,10/9/2025,10:00:20:462361,230,65.27,20.9,2.65,
128,10/9/2025,10:00:24:558361,230,65.25,20.88,2.66,
129,10/9/2025,10:00:28:657362,230,65.21,20.86,2.64,
130,10/9/2025,10:00:32:135361,226,64.99,20.85,2.66,
131,10/9/2025,10:00:35:416362,221,64.78,20.83,2.67,
132,10/9/2025,10:00:38:892361,218,64.79,20.83,2.67,
133,10/9/2025,10:00:42:579362,218,64.65,20.81,2.66,
134,10/9/2025,10:00:46:677361,218,64.37,20.78,2.66,
135,10/9/2025,10:00:49:953361,214,64.08,20.75,2.65,
136,10/9/2025,10:00:53:845362,208,63.83,20.72,2.68,
137,10/9/2025,10:00:57:526363,213,63.77,20.68,2.64,
138,10/9/2025,10:01:02:655362,218,63.67,20.63,2.65,
139,10/9/2025,10:01:06:129362,214,63.51,20.59,2.65,
140,10/9/2025,10:01:09:823362,213,63.48,20.55,2.66,
141,10/9/2025,10:01:13:714361,208,63.45,20.52,2.66,
142,10/9/2025,10:01:18:834362,217,63.61,20.49,2.66,
143,10/9/2025,10:01:22:929361,217,63.46,20.46,2.66,
144,10/9/2025,10:01:26:816362,215,63.34,20.44,2.65,
145,10/9/2025,10:01:30:502361,213,63.15,20.42,2.68,
146,10/9/2025,10:01:35:213361,215,62.94,20.39,2.67,
147,10/9/2025,10:01:38:897364,208,62.84,20.36,2.66,
148,10/9/2025,10:01:43:203362,208,62.75,20.33,2.66,
149,10/9/2025,10:01:51:800362,233,62.54,20.29,2.65,
150,10/9/2025,10:01:56:514362,233,62.11,20.23,2.67,
151,10/9/2025,10:02:00:198362,225,61.9,20.17,2.66,
152,10/9/2025,10:02:03:891361,219,61.95,20.11,2.67,
153,10/9/2025,10:02:07:986361,218,62.02,20.06,2.66,
154,10/9/2025,10:02:12:084362,214,62.01,20.03,2.66,
155,10/9/2025,10:02:15:565363,203,61.83,19.99,2.66,
156,10/9/2025,10:02:19:246361,203,61.58,19.94,2.67,
157,10/9/2025,10:02:22:936361,200,61.39,19.88,2.66,
158,10/9/2025,10:02:27:028361,198,61.4,19.82,2.67,
159,10/9/2025,10:02:31:124361,200,61.43,19.77,2.66,
160,10/9/2025,10:02:35:632361,200,61.39,19.72,2.65,
161,10/9/2025,10:02:41:985361,208,61.34,19.67,2.67,
162,10/9/2025,10:02:45:882362,206,61.35,19.63,2.66,
163,10/9/2025,10:02:49:352364,200,61.28,19.59,2.65,
164,10/9/2025,10:02:53:658362,200,61.21,19.56,2.66,
165,10/9/2025,10:02:57:136361,196,61.14,19.54,2.67,
166,10/9/2025,10:03:01:436361,196,60.98,19.52,2.64,
167,10/9/2025,10:03:05:540363,195,60.87,19.5,2.67,
168,10/9/2025,10:03:09:635361,194,60.79,19.48,2.67,
169,10/9/2025,10:03:13:320363,192,60.7,19.47,2.67,
170,10/9/2025,10:03:21:713363,213,60.49,19.45,2.65,
171,10/9/2025,10:03:26:216363,207,60.27,19.41,2.65,
172,10/9/2025,10:03:30:324363,204,60.02,19.37,2.65,
173,10/9/2025,10:03:36:047361,208,59.95,19.32,2.66,
174,10/9/2025,10:03:39:745362,202,59.96,19.29,2.66,
175,10/9/2025,10:03:44:650361,203,59.82,19.25,2.66,
176,10/9/2025,10:03:49:162362,201,59.65,19.23,2.67,
177,10/9/2025,10:03:56:533362,216,59.57,19.2,2.66,
