SNO,Date,Time,ADC,Humidity_pct,Temp_C,Voltage_V,phase
1,08-10-2025,12:47:03:132532,1759,64.89,30.34,2.68,ac on and door open
2,08-10-2025,12:47:09:196536,1630,65.09,29.83,2.67,
3,08-10-2025,12:47:13:231536,1418,65.32,29.41,2.68,
4,08-10-2025,12:47:17:607536,1248,65.7,29.07,2.66,
5,08-10-2025,12:47:21:420536,1102,65.82,28.79,2.64,
6,08-10-2025,12:47:25:216536,993,65.82,28.54,2.65,
7,08-10-2025,12:47:29:002536,901,65.91,28.32,2.65,
8,08-10-2025,12:47:32:886536,814,66.11,28.12,2.65,
9,08-10-2025,12:47:37:392536,767,66.37,27.94,2.66,
10,08-10-2025,12:47:41:489536,717,66.52,27.77,2.66,
11,08-10-2025,12:47:46:409536,686,66.99,27.61,2.65,
12,08-10-2025,12:47:50:298536,649,67.28,27.47,2.69,
13,08-10-2025,12:47:56:271536,637,67.44,27.32,2.66,
14,08-10-2025,12:48:01:154536,614,67.56,27.17,2.65,
15,08-10-2025,12:48:05:654536,589,67.61,27.02,2.66,
16,08-10-2025,12:48:09:556536,559,67.72,26.89,2.66,
17,08-10-2025,12:48:14:468536,549,68.03,26.75,2.66,
18,08-10-2025,12:48:19:428536,531,68.05,26.62,2.65,
19,08-10-2025,12:48:23:883536,520,68.3,26.5,2.66,
20,08-10-2025,12:48:29:002536,508,68.61,26.37,2.66,
21,08-10-2025,12:48:32:484536,486,68.58,26.26,2.66,
22,08-10-2025,12:48:37:407536,478,68.73,26.14,2.64,
23,08-10-2025,12:48:41:496536,463,68.95,26.03,2.69,
24,08-10-2025,12:48:45:186536,445,68.95,25.93,2.66,
25,08-10-2025,12:48:49:487536,436,69,25.84,2.67,
26,08-10-2025,12:48:54:603536,425,69.05,25.73,2.66,
27,08-10-2025,12:48:58:292536,413,68.9,25.63,2.66,
28,08-10-2025,12:49:02:801536,407,68.83,25.53,2.66,
29,08-10-2025,12:49:06:487536,395,68.97,25.43,2.66,
30,08-10-2025,12:49:11:620536,394,69.29,25.32,2.67,
31,08-10-2025,12:49:16:989536,396,69.5,25.22,2.66,
32,08-10-2025,12:49:21:472536,389,69.63,25.12,2.66,
33,08-10-2025,12:49:25:566536,380,69.67,25.03,2.66,
34,08-10-2025,12:49:29:627536,372,69.79,24.94,2.68,
35,08-10-2025,12:49:33:972536,367,69.85,24.86,2.66,
36,08-10-2025,12:49:38:024536,360,69.91,24.78,2.67,
