SNO,Date,Time,ADC_S1,Humidity_pct_S1,Temp_C_S1,Voltage_V_S1,ADC_S2,Humidity_pct_S2,Temp_C_S2,Voltage_V_S2,Running_Time
1,12-11-2025,13:49:03:840688,532,57.9,25.96,2.73,,,,,00:00:00
2,12-11-2025,13:49:04:843668,509,57.74,25.81,2.73,,,,,00:00:01
3,12-11-2025,13:49:05:845669,472,57.53,25.71,2.72,,,,,00:00:02
4,12-11-2025,13:49:06:847668,423,57.27,25.65,2.72,,,,,00:00:03
5,12-11-2025,13:49:07:849668,391,57.05,25.61,2.72,,,,,00:00:04
6,12-11-2025,13:49:08:851677,359,56.81,25.59,2.72,,,,,00:00:05
7,12-11-2025,13:49:09:853668,333,56.64,25.58,2.73,,,,,00:00:06
8,12-11-2025,13:49:10:855665,308,56.45,25.57,2.71,,,,,00:00:07
9,12-11-2025,13:49:11:857668,288,56.31,25.58,2.72,,,,,00:00:08
10,12-11-2025,13:49:12:862665,270,56.19,25.58,2.72,,,,,00:00:09
11,12-11-2025,13:49:13:866669,255,56.1,25.58,2.72,,,,,00:00:10
12,12-11-2025,13:49:14:868668,241,56.0,25.59,2.72,,,,,00:00:11
13,12-11-2025,13:49:15:870669,229,55.94,25.6,2.72,,,,,00:00:12
14,12-11-2025,13:49:16:873668,218,55.89,25.6,2.72,,,,,00:00:13
15,12-11-2025,13:49:17:875669,206,55.86,25.61,2.72,,,,,00:00:14
16,12-11-2025,13:49:18:877668,199,55.82,25.62,2.73,,,,,00:00:15
17,12-11-2025,13:49:19:879669,191,55.79,25.63,2.72,,,,,00:00:16
18,12-11-2025,13:49:20:882668,184,55.76,25.64,2.72,,,,,00:00:17
19,12-11-2025,13:49:21:884669,179,55.74,25.65,2.72,,,,,00:00:18
20,12-11-2025,13:49:22:888668,173,55.71,25.65,2.72,,,,,00:00:19
21,12-11-2025,13:49:23:890669,168,55.68,25.66,2.72,,,,,00:00:20
22,12-11-2025,13:49:24:893669,164,55.66,25.67,2.72,,,,,00:00:21
23,12-11-2025,13:49:25:895669,159,55.63,25.67,2.72,,,,,00:00:22
24,12-11-2025,13:49:26:897668,157,55.6,25.68,2.71,,,,,00:00:23
25,12-11-2025,13:49:27:900669,153,55.56,25.68,2.72,,,,,00:00:24
26,12-11-2025,13:49:28:903668,150,55.52,25.69,2.72,,,,,00:00:25
27,12-11-2025,13:49:29:905669,147,55.5,25.69,2.72,,,,,00:00:26
28,12-11-2025,13:49:30:907668,145,55.45,25.7,2.72,,,,,00:00:27
29,12-11-2025,13:49:31:909669,142,55.41,25.7,2.72,,,,,00:00:28
30,12-11-2025,13:49:32:914669,140,55.38,25.71,2.72,,,,,00:00:29
31,12-11-2025,13:49:33:916669,137,55.33,25.71,2.72,,,,,00:00:30
32,12-11-2025,13:49:34:918669,136,55.3,25.72,2.72,,,,,00:00:31
33,12-11-2025,13:49:35:921669,134,55.28,25.72,2.71,,,,,00:00:32
34,12-11-2025,13:49:36:923668,132,55.23,25.73,2.71,,,,,00:00:33
35,12-11-2025,13:49:37:925669,130,55.22,25.73,2.72,,,,,00:00:34
36,12-11-2025,13:49:38:928710,129,55.19,25.74,2.7,,,,,00:00:35
37,12-11-2025,13:49:39:935697,128,55.16,25.74,2.71,,,,,00:00:36
38,12-11-2025,13:49:40:943675,127,55.15,25.74,2.71,,,,,00:00:37
39,12-11-2025,13:49:41:944687,126,55.14,25.75,2.72,,,,,00:00:38
40,12-11-2025,13:49:42:949675,124,55.13,25.75,2.72,,,,,00:00:39
41,12-11-2025,13:49:43:955690,124,55.11,25.75,2.72,,,,,00:00:40
42,12-11-2025,13:49:44:958675,122,55.11,25.76,2.72,,,,,00:00:41
43,12-11-2025,13:49:45:965687,121,55.1,25.76,2.72,,,,,00:00:42
44,12-11-2025,13:49:46:967691,121,55.1,25.77,2.71,,,,,00:00:43
45,12-11-2025,13:49:47:970683,120,55.06,25.77,2.72,,,,,00:00:44
46,12-11-2025,13:49:48:972675,119,55.05,25.77,2.72,,,,,00:00:45
47,12-11-2025,13:49:49:974673,118,55.03,25.78,2.72,,,,,00:00:46
48,12-11-2025,13:49:50:976673,118,55.04,25.78,2.72,,,,,00:00:47
49,12-11-2025,13:49:51:979673,117,55.04,25.78,2.72,,,,,00:00:48
50,12-11-2025,13:49:52:983673,116,55.01,25.79,2.72,,,,,00:00:49
51,12-11-2025,13:49:53:985672,115,55.0,25.79,2.72,,,,,00:00:50
52,12-11-2025,13:49:54:988675,114,54.98,25.79,2.72,,,,,00:00:51
53,12-11-2025,13:49:55:990672,114,54.94,25.79,2.72,,,,,00:00:52
54,12-11-2025,13:49:56:992675,113,54.93,25.8,2.72,,,,,00:00:53
55,12-11-2025,13:49:57:994673,112,54.92,25.8,2.73,,,,,00:00:54
56,12-11-2025,13:49:58:997675,111,54.9,25.8,2.72,,,,,00:00:55
57,12-11-2025,13:49:59:999673,111,54.87,25.8,2.72,,,,,00:00:56
58,12-11-2025,13:50:01:001675,110,54.87,25.81,2.72,,,,,00:00:57
59,12-11-2025,13:50:02:003669,110,54.82,25.81,2.72,,,,,00:00:58
60,12-11-2025,13:50:03:008672,110,54.8,25.81,2.72,,,,,00:00:59
61,12-11-2025,13:50:04:010673,109,54.78,25.82,2.73,,,,,00:01:00
62,12-11-2025,13:50:05:013673,109,54.77,25.82,2.72,,,,,00:01:01
63,12-11-2025,13:50:06:015673,106,54.75,25.82,2.72,,,,,00:01:02
64,12-11-2025,13:50:07:018675,106,54.73,25.83,2.72,,,,,00:01:03
65,12-11-2025,13:50:08:020669,106,54.72,25.83,2.72,,,,,00:01:04
66,12-11-2025,13:50:09:022672,105,54.7,25.83,2.72,,,,,00:01:05
67,12-11-2025,13:50:10:024669,105,54.71,25.83,2.72,,,,,00:01:06
68,12-11-2025,13:50:11:027673,104,54.72,25.84,2.71,,,,,00:01:07
69,12-11-2025,13:50:12:029669,104,54.72,25.84,2.72,,,,,00:01:08
70,12-11-2025,13:50:13:033673,104,54.72,25.84,2.72,,,,,00:01:09
71,12-11-2025,13:50:14:035674,104,54.72,25.84,2.72,,,,,00:01:10
72,12-11-2025,13:50:15:037675,104,54.74,25.85,2.72,,,,,00:01:11
73,12-11-2025,13:50:16:039674,103,54.73,25.85,2.72,,,,,00:01:12
74,12-11-2025,13:50:17:041675,103,54.75,25.85,2.72,,,,,00:01:13
75,12-11-2025,13:50:18:043669,103,54.74,25.85,2.72,,,,,00:01:14
76,12-11-2025,13:50:19:045672,102,54.74,25.85,2.72,,,,,00:01:15
77,12-11-2025,13:50:20:047669,102,54.75,25.85,2.72,,,,,00:01:16
78,12-11-2025,13:50:21:049672,102,54.73,25.86,2.72,,,,,00:01:17
79,12-11-2025,13:50:22:051670,102,54.72,25.86,2.72,,,,,00:01:18
80,12-11-2025,13:50:23:052676,102,54.72,25.86,2.73,,,,,00:01:19
81,12-11-2025,13:50:24:054673,101,54.72,25.86,2.72,,,,,00:01:20
82,12-11-2025,13:50:25:056673,101,54.7,25.86,2.72,,,,,00:01:21
83,12-11-2025,13:50:26:058685,101,54.69,25.86,2.72,,,,,00:01:22
84,12-11-2025,13:50:27:060675,101,54.68,25.87,2.72,,,,,00:01:23
85,12-11-2025,13:50:28:062669,100,54.68,25.87,2.72,,,,,00:01:24
86,12-11-2025,13:50:29:064735,100,54.66,25.87,2.73,,,,,00:01:25
87,12-11-2025,13:50:30:067669,99,54.65,25.87,2.71,,,,,00:01:26
88,12-11-2025,13:50:31:069672,99,54.66,25.87,2.71,,,,,00:01:27
89,12-11-2025,13:50:32:073673,99,54.64,25.87,2.73,,,,,00:01:28
90,12-11-2025,13:50:33:075673,99,54.65,25.87,2.72,,,,,00:01:29
91,12-11-2025,13:50:34:078673,99,54.64,25.87,2.72,,,,,00:01:30
92,12-11-2025,13:50:35:080673,99,54.63,25.88,2.72,,,,,00:01:31
93,12-11-2025,13:50:36:082673,99,54.62,25.88,2.72,,,,,00:01:32
94,12-11-2025,13:50:37:084672,98,54.62,25.88,2.72,,,,,00:01:33
95,12-11-2025,13:50:38:087673,98,54.61,25.88,2.72,,,,,00:01:34
96,12-11-2025,13:50:39:089673,98,54.6,25.88,2.73,,,,,00:01:35
97,12-11-2025,13:50:40:091673,98,54.59,25.88,2.72,,,,,00:01:36
98,12-11-2025,13:50:41:093673,97,54.57,25.88,2.73,,,,,00:01:37
99,12-11-2025,13:50:42:098673,97,54.55,25.88,2.72,,,,,00:01:38
100,12-11-2025,13:50:43:100673,97,54.53,25.88,2.72,,,,,00:01:39
101,12-11-2025,13:50:44:102672,97,54.53,25.88,2.72,,,,,00:01:40
102,12-11-2025,13:50:45:105672,97,54.51,25.88,2.72,,,,,00:01:41
103,12-11-2025,13:50:46:107672,97,54.48,25.88,2.72,,,,,00:01:42
104,12-11-2025,13:50:47:109672,97,54.46,25.89,2.72,,,,,00:01:43
105,12-11-2025,13:50:48:111673,96,54.42,25.89,2.72,,,,,00:01:44
106,12-11-2025,13:50:49:115673,96,54.43,25.89,2.72,,,,,00:01:45
107,12-11-2025,13:50:50:117672,96,54.4,25.89,2.72,,,,,00:01:46
108,12-11-2025,13:50:51:119672,96,54.39,25.89,2.73,,,,,00:01:47
109,12-11-2025,13:50:52:124672,96,54.42,25.89,2.72,,,,,00:01:48
110,12-11-2025,13:50:53:127673,96,54.41,25.89,2.72,,,,,00:01:49
111,12-11-2025,13:50:54:129672,96,54.41,25.89,2.73,,,,,00:01:50
112,12-11-2025,13:50:55:131672,96,54.41,25.89,2.72,,,,,00:01:51
113,12-11-2025,13:50:56:133672,95,54.41,25.89,2.72,,,,,00:01:52
114,12-11-2025,13:50:57:136672,95,54.41,25.89,2.72,,,,,00:01:53
115,12-11-2025,13:50:58:138672,95,54.41,25.89,2.71,,,,,00:01:54
116,12-11-2025,13:50:59:140672,95,54.4,25.89,2.72,,,,,00:01:55
117,12-11-2025,13:51:00:142672,95,54.39,25.9,2.72,,,,,00:01:56
118,12-11-2025,13:51:01:145672,95,54.38,25.9,2.71,,,,,00:01:57
119,12-11-2025,13:51:02:149672,95,54.37,25.9,2.73,,,,,00:01:58
120,12-11-2025,13:51:03:151672,95,54.37,25.9,2.72,,,,,00:01:59
121,12-11-2025,13:51:04:154672,95,54.36,25.9,2.72,,,,,00:02:00
122,12-11-2025,13:51:05:156672,94,54.36,25.9,2.72,,,,,00:02:01
123,12-11-2025,13:51:06:158672,95,54.36,25.9,2.72,,,,,00:02:02
124,12-11-2025,13:51:07:160673,94,54.36,25.9,2.72,,,,,00:02:03
125,12-11-2025,13:51:08:163673,94,54.34,25.9,2.72,,,,,00:02:04
126,12-11-2025,13:51:09:165751,94,54.36,25.9,2.73,,,,,00:02:05
127,12-11-2025,13:51:10:168673,94,54.33,25.9,2.73,,,,,00:02:06
128,12-11-2025,13:51:11:170673,94,54.35,25.9,2.72,,,,,00:02:07
129,12-11-2025,13:51:12:177672,94,54.33,25.9,2.73,,,,,00:02:08
130,12-11-2025,13:51:13:180673,94,54.35,25.9,2.72,,,,,00:02:09
131,12-11-2025,13:51:14:182673,94,54.35,25.9,2.72,,,,,00:02:10
132,12-11-2025,13:51:15:184673,94,54.35,25.9,2.72,,,,,00:02:11
133,12-11-2025,13:51:16:187672,94,54.34,25.91,2.72,,,,,00:02:12
134,12-11-2025,13:51:17:189672,94,54.35,25.91,2.73,,,,,00:02:13
135,12-11-2025,13:51:18:191673,93,54.34,25.91,2.72,,,,,00:02:14
136,12-11-2025,13:51:19:193672,93,54.35,25.91,2.72,,,,,00:02:15
137,12-11-2025,13:51:20:196673,93,54.35,25.91,2.72,,,,,00:02:16
138,12-11-2025,13:51:21:198672,93,54.36,25.91,2.72,,,,,00:02:17
139,12-11-2025,13:51:22:202672,93,54.35,25.91,2.73,,,,,00:02:18
140,12-11-2025,13:51:23:205673,94,54.35,25.91,2.72,,,,,00:02:19
141,12-11-2025,13:51:24:207672,93,54.36,25.91,2.72,,,,,00:02:20
142,12-11-2025,13:51:25:209672,93,54.35,25.91,2.72,,,,,00:02:21
143,12-11-2025,13:51:26:211673,93,54.36,25.91,2.73,,,,,00:02:22
144,12-11-2025,13:51:27:214673,93,54.34,25.91,2.72,,,,,00:02:23
145,12-11-2025,13:51:28:216672,93,54.37,25.91,2.73,,,,,00:02:24
146,12-11-2025,13:51:29:219672,93,54.35,25.91,2.72,,,,,00:02:25
147,12-11-2025,13:51:30:221672,93,54.35,25.91,2.71,,,,,00:02:26
148,12-11-2025,13:51:31:224672,93,54.34,25.91,2.72,,,,,00:02:27
149,12-11-2025,13:51:32:228672,93,54.35,25.91,2.71,,,,,00:02:28
150,12-11-2025,13:51:33:230672,93,54.34,25.92,2.72,,,,,00:02:29
151,12-11-2025,13:51:34:232673,93,54.34,25.92,2.73,,,,,00:02:30
152,12-11-2025,13:51:35:234672,93,54.34,25.92,2.72,,,,,00:02:31
153,12-11-2025,13:51:36:236672,93,54.35,25.92,2.73,,,,,00:02:32
154,12-11-2025,13:51:37:238672,93,54.33,25.92,2.72,,,,,00:02:33
155,12-11-2025,13:51:38:240672,92,54.35,25.92,2.73,,,,,00:02:34
156,12-11-2025,13:51:39:242672,92,54.35,25.92,2.72,,,,,00:02:35
157,12-11-2025,13:51:40:244672,92,54.33,25.92,2.72,,,,,00:02:36
158,12-11-2025,13:51:41:246672,92,54.33,25.92,2.72,,,,,00:02:37
159,12-11-2025,13:51:42:250672,92,54.33,25.92,2.72,,,,,00:02:38
160,12-11-2025,13:51:43:252673,92,54.34,25.92,2.72,,,,,00:02:39
161,12-11-2025,13:51:44:254672,92,54.34,25.92,2.73,,,,,00:02:40
162,12-11-2025,13:51:45:256673,91,54.34,25.92,2.72,,,,,00:02:41
163,12-11-2025,13:51:46:258672,92,54.34,25.93,2.73,,,,,00:02:42
164,12-11-2025,13:51:47:260685,92,54.34,25.93,2.71,,,,,00:02:43
165,12-11-2025,13:51:48:262672,92,54.35,25.93,2.72,,,,,00:02:44
166,12-11-2025,13:51:49:264672,91,54.34,25.93,2.72,,,,,00:02:45
167,12-11-2025,13:51:50:267672,92,54.35,25.93,2.72,,,,,00:02:46
168,12-11-2025,13:51:51:271675,92,54.36,25.93,2.72,,,,,00:02:47
169,12-11-2025,13:51:52:273674,92,54.35,25.93,2.71,,,,,00:02:48
170,12-11-2025,13:51:53:275675,92,54.36,25.93,2.72,,,,,00:02:49
171,12-11-2025,13:51:54:278673,92,54.36,25.93,2.72,,,,,00:02:50
172,12-11-2025,13:51:55:280675,91,54.36,25.93,2.72,,,,,00:02:51
173,12-11-2025,13:51:56:282673,91,54.36,25.93,2.72,,,,,00:02:52
174,12-11-2025,13:51:57:284675,91,54.35,25.93,2.72,,,,,00:02:53
175,12-11-2025,13:51:58:287673,91,54.35,25.93,2.72,,,,,00:02:54
176,12-11-2025,13:51:59:289673,91,54.33,25.93,2.72,,,,,00:02:55
177,12-11-2025,13:52:00:291674,91,54.35,25.93,2.72,,,,,00:02:56
178,12-11-2025,13:52:01:296673,91,54.34,25.93,2.72,,,,,00:02:57
179,12-11-2025,13:52:02:298674,91,54.33,25.93,2.72,,,,,00:02:58
180,12-11-2025,13:52:03:300675,91,54.33,25.93,2.72,,,,,00:02:59
181,12-11-2025,13:52:04:302674,91,54.32,25.93,2.73,,,,,00:03:00
182,12-11-2025,13:52:05:305673,91,54.33,25.93,2.72,,,,,00:03:01
183,12-11-2025,13:52:06:307675,91,54.31,25.93,2.72,,,,,00:03:02
184,12-11-2025,13:52:07:309675,91,54.31,25.93,2.73,,,,,00:03:03
185,12-11-2025,13:52:08:311674,91,54.32,25.94,2.72,,,,,00:03:04
186,12-11-2025,13:52:09:314675,91,54.3,25.94,2.72,,,,,00:03:05
187,12-11-2025,13:52:10:316673,90,54.29,25.94,2.72,,,,,00:03:06
188,12-11-2025,13:52:11:320673,90,54.3,25.94,2.71,,,,,00:03:07
189,12-11-2025,13:52:12:322673,91,54.28,25.94,2.73,,,,,00:03:08
190,12-11-2025,13:52:13:325676,91,54.27,25.94,2.71,,,,,00:03:09
191,12-11-2025,13:52:14:327673,91,54.26,25.94,2.72,,,,,00:03:10
192,12-11-2025,13:52:15:329675,90,54.24,25.94,2.72,,,,,00:03:11
193,12-11-2025,13:52:16:331674,91,54.24,25.94,2.72,,,,,00:03:12
194,12-11-2025,13:52:17:334675,91,54.22,25.94,2.72,,,,,00:03:13
195,12-11-2025,13:52:18:336674,90,54.19,25.94,2.72,,,,,00:03:14
196,12-11-2025,13:52:19:338673,90,54.17,25.94,2.72,,,,,00:03:15
197,12-11-2025,13:52:20:340674,90,54.16,25.94,2.72,,,,,00:03:16
198,12-11-2025,13:52:21:346675,90,54.13,25.94,2.72,,,,,00:03:17
199,12-11-2025,13:52:22:348673,90,54.11,25.93,2.71,,,,,00:03:18
200,12-11-2025,13:52:23:350673,90,54.1,25.94,2.72,,,,,00:03:19
201,12-11-2025,13:52:24:353673,90,54.1,25.94,2.72,,,,,00:03:20
202,12-11-2025,13:52:25:355685,90,54.07,25.94,2.72,,,,,00:03:21
203,12-11-2025,13:52:26:357674,90,54.06,25.94,2.71,,,,,00:03:22
204,12-11-2025,13:52:27:359673,90,54.06,25.94,2.73,,,,,00:03:23
205,12-11-2025,13:52:28:362673,90,54.04,25.93,2.72,,,,,00:03:24
206,12-11-2025,13:52:29:364675,90,54.04,25.94,2.72,,,,,00:03:25
207,12-11-2025,13:52:30:366674,90,54.06,25.94,2.73,,,,,00:03:26
208,12-11-2025,13:52:31:370673,90,54.02,25.94,2.72,,,,,00:03:27
209,12-11-2025,13:52:32:374673,89,54.01,25.94,2.72,,,,,00:03:28
210,12-11-2025,13:52:33:377675,89,54.01,25.94,2.72,,,,,00:03:29
211,12-11-2025,13:52:34:379674,89,54.0,25.94,2.73,,,,,00:03:30
212,12-11-2025,13:52:35:381675,89,53.98,25.94,2.72,,,,,00:03:31
213,12-11-2025,13:52:36:384674,90,53.96,25.94,2.72,,,,,00:03:32
214,12-11-2025,13:52:37:386673,89,53.95,25.94,2.73,,,,,00:03:33
215,12-11-2025,13:52:38:388674,89,53.95,25.94,2.72,,,,,00:03:34
216,12-11-2025,13:52:39:390673,89,53.95,25.94,2.72,,,,,00:03:35
217,12-11-2025,13:52:40:393674,89,53.94,25.94,2.72,,,,,00:03:36
218,12-11-2025,13:52:41:397673,89,53.93,25.94,2.72,,,,,00:03:37
219,12-11-2025,13:52:42:399673,90,53.93,25.94,2.72,,,,,00:03:38
220,12-11-2025,13:52:43:402675,90,53.93,25.94,2.73,,,,,00:03:39
221,12-11-2025,13:52:44:404689,89,53.93,25.94,2.72,,,,,00:03:40
222,12-11-2025,13:52:45:406673,89,53.93,25.94,2.72,,,,,00:03:41
223,12-11-2025,13:52:46:408673,90,53.93,25.94,2.72,,,,,00:03:42
224,12-11-2025,13:52:47:411675,89,53.94,25.94,2.73,,,,,00:03:43
225,12-11-2025,13:52:48:413674,89,53.94,25.94,2.71,,,,,00:03:44
226,12-11-2025,13:52:49:415675,89,53.94,25.94,2.72,,,,,00:03:45
227,12-11-2025,13:52:50:419672,89,53.92,25.94,2.72,,,,,00:03:46
228,12-11-2025,13:52:51:421672,89,53.92,25.94,2.71,,,,,00:03:47
229,12-11-2025,13:52:52:423672,89,53.91,25.95,2.72,,,,,00:03:48
230,12-11-2025,13:52:53:425673,90,53.91,25.94,2.72,,,,,00:03:49
231,12-11-2025,13:52:54:427674,89,53.9,25.95,2.72,,,,,00:03:50
232,12-11-2025,13:52:55:429675,89,53.9,25.94,2.72,,,,,00:03:51
233,12-11-2025,13:52:56:431672,89,53.9,25.95,2.72,,,,,00:03:52
234,12-11-2025,13:52:57:433672,89,53.9,25.95,2.73,,,,,00:03:53
235,12-11-2025,13:52:58:435672,89,53.9,25.95,2.72,,,,,00:03:54
236,12-11-2025,13:52:59:437672,89,53.9,25.95,2.72,,,,,00:03:55
237,12-11-2025,13:53:00:441672,89,53.88,25.95,2.73,,,,,00:03:56
238,12-11-2025,13:53:01:443672,89,53.9,25.95,2.72,,,,,00:03:57
239,12-11-2025,13:53:02:445672,89,53.89,25.95,2.73,,,,,00:03:58
240,12-11-2025,13:53:03:447672,89,53.9,25.95,2.72,,,,,00:03:59
241,12-11-2025,13:53:04:449672,89,53.91,25.95,2.72,,,,,00:04:00
242,12-11-2025,13:53:05:451672,89,53.9,25.95,2.72,,,,,00:04:01
243,12-11-2025,13:53:06:453672,89,53.91,25.95,2.72,,,,,00:04:02
244,12-11-2025,13:53:07:455672,89,53.91,25.95,2.73,,,,,00:04:03
245,12-11-2025,13:53:08:457672,89,53.92,25.95,2.73,,,,,00:04:04
246,12-11-2025,13:53:09:459672,89,53.92,25.95,2.72,,,,,00:04:05
247,12-11-2025,13:53:10:463673,89,53.92,25.95,2.72,,,,,00:04:06
248,12-11-2025,13:53:11:465672,89,53.91,25.95,2.72,,,,,00:04:07
249,12-11-2025,13:53:12:469673,89,53.91,25.95,2.73,,,,,00:04:08
250,12-11-2025,13:53:13:471672,89,53.9,25.96,2.72,,,,,00:04:09
251,12-11-2025,13:53:14:474672,89,53.89,25.96,2.73,,,,,00:04:10
252,12-11-2025,13:53:15:476672,89,53.88,25.96,2.72,,,,,00:04:11
253,12-11-2025,13:53:16:478672,89,53.87,25.96,2.72,,,,,00:04:12
254,12-11-2025,13:53:17:480672,89,53.87,25.96,2.73,,,,,00:04:13
255,12-11-2025,13:53:18:483672,89,53.87,25.96,2.72,,,,,00:04:14
256,12-11-2025,13:53:19:485673,89,53.88,25.96,2.72,,,,,00:04:15
257,12-11-2025,13:53:20:489672,89,53.88,25.96,2.72,,,,,00:04:16
258,12-11-2025,13:53:21:492672,88,53.89,25.96,2.71,,,,,00:04:17
259,12-11-2025,13:53:22:494672,88,53.9,25.96,2.72,,,,,00:04:18
260,12-11-2025,13:53:23:496673,88,53.92,25.96,2.72,,,,,00:04:19
261,12-11-2025,13:53:24:498672,88,53.91,25.96,2.73,,,,,00:04:20
262,12-11-2025,13:53:25:501672,88,53.93,25.96,2.72,,,,,00:04:21
263,12-11-2025,13:53:26:503672,89,53.94,25.96,2.72,,,,,00:04:22
264,12-11-2025,13:53:27:505673,89,53.95,25.96,2.72,,,,,00:04:23
265,12-11-2025,13:53:28:507672,89,53.97,25.96,2.73,,,,,00:04:24
266,12-11-2025,13:53:29:510672,89,53.98,25.96,2.72,,,,,00:04:25
267,12-11-2025,13:53:30:514672,89,53.98,25.96,2.72,,,,,00:04:26
268,12-11-2025,13:53:31:516672,89,53.99,25.96,2.72,,,,,00:04:27
269,12-11-2025,13:53:32:518672,89,54.0,25.96,2.72,,,,,00:04:28
270,12-11-2025,13:53:33:521672,88,54.01,25.96,2.71,,,,,00:04:29
271,12-11-2025,13:53:34:523672,89,53.99,25.96,2.73,,,,,00:04:30
272,12-11-2025,13:53:35:525672,89,54.0,25.96,2.72,,,,,00:04:31
273,12-11-2025,13:53:36:527672,89,53.98,25.96,2.73,,,,,00:04:32
274,12-11-2025,13:53:37:530672,89,53.98,25.96,2.72,,,,,00:04:33
275,12-11-2025,13:53:38:532672,89,53.98,25.96,2.72,,,,,00:04:34
276,12-11-2025,13:53:39:534673,88,53.97,25.96,2.72,,,,,00:04:35
277,12-11-2025,13:53:40:539672,88,53.94,25.96,2.72,,,,,00:04:36
278,12-11-2025,13:53:41:541672,89,53.94,25.96,2.73,,,,,00:04:37
279,12-11-2025,13:53:42:543672,89,53.94,25.96,2.72,,,,,00:04:38
280,12-11-2025,13:53:43:545672,88,53.92,25.96,2.7,,,,,00:04:39
281,12-11-2025,13:53:44:548672,89,53.92,25.96,2.72,,,,,00:04:40
282,12-11-2025,13:53:45:550672,89,53.91,25.96,2.73,,,,,00:04:41
283,12-11-2025,13:53:46:552672,88,53.9,25.96,2.73,,,,,00:04:42
284,12-11-2025,13:53:47:554672,88,53.88,25.96,2.72,,,,,00:04:43
285,12-11-2025,13:53:48:557672,88,53.88,25.96,2.72,,,,,00:04:44
286,12-11-2025,13:53:49:559672,88,53.88,25.96,2.72,,,,,00:04:45
287,12-11-2025,13:53:50:568688,88,53.88,25.96,2.73,,,,,00:04:46
288,12-11-2025,13:53:51:571675,88,53.86,25.96,2.72,,,,,00:04:47
289,12-11-2025,13:53:52:574673,88,53.85,25.96,2.72,,,,,00:04:48
290,12-11-2025,13:53:53:576672,88,53.85,25.96,2.72,,,,,00:04:49
291,12-11-2025,13:53:54:578673,88,53.81,25.96,2.73,,,,,00:04:50
292,12-11-2025,13:53:55:580672,88,53.81,25.96,2.72,,,,,00:04:51
293,12-11-2025,13:53:56:583673,88,53.77,25.96,2.72,,,,,00:04:52
294,12-11-2025,13:53:57:590691,88,53.76,25.96,2.72,,,,,00:04:53
295,12-11-2025,13:53:58:598688,88,53.75,25.96,2.72,,,,,00:04:54
296,12-11-2025,13:53:59:608691,88,53.74,25.96,2.72,,,,,00:04:55
297,12-11-2025,13:54:00:617689,88,53.73,25.96,2.73,,,,,00:04:56
298,12-11-2025,13:54:01:626692,88,53.74,25.96,2.71,,,,,00:04:57
299,12-11-2025,13:54:02:635688,89,53.74,25.96,2.72,,,,,00:04:58
300,12-11-2025,13:54:03:643691,88,53.75,25.96,2.72,,,,,00:04:59
301,12-11-2025,13:54:04:649689,88,53.76,25.96,2.73,,,,,00:05:00
302,12-11-2025,13:54:05:657691,88,53.76,25.96,2.72,,,,,00:05:01
303,12-11-2025,13:54:06:661672,88,53.76,25.97,2.72,,,,,00:05:02
304,12-11-2025,13:54:07:669688,88,53.76,25.97,2.72,,,,,00:05:03
305,12-11-2025,13:54:08:669692,88,53.76,25.97,2.72,,,,,00:05:04
306,12-11-2025,13:54:09:674675,89,53.76,25.97,2.72,,,,,00:05:05
307,12-11-2025,13:54:10:682688,88,53.77,25.97,2.72,,,,,00:05:06
308,12-11-2025,13:54:11:690675,88,53.76,25.97,2.72,,,,,00:05:07
309,12-11-2025,13:54:12:698676,88,53.77,25.97,2.72,,,,,00:05:08
310,12-11-2025,13:54:13:705672,88,53.77,25.97,2.72,,,,,00:05:09
311,12-11-2025,13:54:14:712675,88,53.76,25.97,2.72,,,,,00:05:10
312,12-11-2025,13:54:15:716688,88,53.77,25.97,2.72,,,,,00:05:11
313,12-11-2025,13:54:16:718675,88,53.77,25.97,2.72,,,,,00:05:12
314,12-11-2025,13:54:17:722687,88,53.76,25.97,2.73,,,,,00:05:13
315,12-11-2025,13:54:18:727693,88,53.74,25.98,2.72,,,,,00:05:14
316,12-11-2025,13:54:19:732675,88,53.73,25.98,2.71,,,,,00:05:15
317,12-11-2025,13:54:20:733687,88,53.71,25.98,2.71,,,,,00:05:16
318,12-11-2025,13:54:21:740692,88,53.69,25.98,2.71,,,,,00:05:17
319,12-11-2025,13:54:22:748689,88,53.69,25.98,2.71,,,,,00:05:18
320,12-11-2025,13:54:23:750673,88,53.67,25.98,2.72,,,,,00:05:19
321,12-11-2025,13:54:24:751772,88,53.65,25.98,2.71,,,,,00:05:20
322,12-11-2025,13:54:25:759690,88,53.64,25.98,2.7,,,,,00:05:21
323,12-11-2025,13:54:26:767691,88,53.64,25.98,2.71,,,,,00:05:22
324,12-11-2025,13:54:27:774688,88,53.61,25.98,2.72,,,,,00:05:23
325,12-11-2025,13:54:28:781690,88,53.6,25.98,2.72,,,,,00:05:24
326,12-11-2025,13:54:29:791687,88,53.59,25.98,2.73,,,,,00:05:25
327,12-11-2025,13:54:30:794673,88,53.57,25.98,2.72,,,,,00:05:26
328,12-11-2025,13:54:31:795688,88,53.57,25.98,2.71,,,,,00:05:27
329,12-11-2025,13:54:32:803689,88,53.54,25.98,2.72,,,,,00:05:28
330,12-11-2025,13:54:33:811689,87,53.55,25.98,2.71,,,,,00:05:29
331,12-11-2025,13:54:34:814673,88,53.52,25.98,2.72,,,,,00:05:30
