SNO,Date,Time,ADC_S1,Humidity_pct_S1,Temp_C_S1,Voltage_V_S1,ADC_S2,Humidity_pct_S2,Temp_C_S2,Voltage_V_S2,Running_Time
1568,12-11-2025,14:15:20:064675,89,64.46,23.37,2.73,,,,,00:26:16
1569,12-11-2025,14:15:21:070673,88,64.43,23.37,2.72,,,,,00:26:17
1570,12-11-2025,14:15:22:075675,88,64.41,23.38,2.73,,,,,00:26:18
1571,12-11-2025,14:15:23:080674,89,64.42,23.38,2.72,,,,,00:26:19
1572,12-11-2025,14:15:24:085675,89,64.37,23.39,2.72,,,,,00:26:20
1573,12-11-2025,14:15:25:090674,88,64.33,23.4,2.72,,,,,00:26:21
1574,12-11-2025,14:15:26:095675,88,64.29,23.4,2.72,,,,,00:26:22
1575,12-11-2025,14:15:27:102672,88,64.26,23.41,2.72,,,,,00:26:23
1576,12-11-2025,14:15:28:107672,88,64.22,23.41,2.72,,,,,00:26:24
1577,12-11-2025,14:15:29:112672,89,64.2,23.42,2.72,,,,,00:26:25
1578,12-11-2025,14:15:30:117672,89,64.2,23.42,2.72,,,,,00:26:26
1579,12-11-2025,14:15:31:122672,88,64.2,23.43,2.73,,,,,00:26:27
1580,12-11-2025,14:15:32:127672,88,64.17,23.43,2.73,,,,,00:26:28
1581,12-11-2025,14:15:33:132672,88,64.14,23.44,2.72,,,,,00:26:29
1582,12-11-2025,14:15:34:137672,88,64.09,23.44,2.72,,,,,00:26:30
1583,12-11-2025,14:15:35:142672,89,64.07,23.45,2.71,,,,,00:26:31
1584,12-11-2025,14:15:36:147672,88,64.01,23.45,2.72,,,,,00:26:32
1585,12-11-2025,14:15:37:154672,88,63.94,23.46,2.72,,,,,00:26:33
1586,12-11-2025,14:15:38:159672,88,63.93,23.46,2.72,,,,,00:26:34
1587,12-11-2025,14:15:39:164672,89,63.96,23.46,2.72,,,,,00:26:35
1588,12-11-2025,14:15:40:169672,88,63.96,23.47,2.72,,,,,00:26:36
1589,12-11-2025,14:15:41:174672,88,64.04,23.47,2.73,,,,,00:26:37
1590,12-11-2025,14:15:42:179672,89,64.06,23.48,2.72,,,,,00:26:38
1591,12-11-2025,14:15:43:184672,89,64.06,23.48,2.73,,,,,00:26:39
1592,12-11-2025,14:15:44:189672,88,64.04,23.48,2.73,,,,,00:26:40
1593,12-11-2025,14:15:45:194672,89,64.05,23.49,2.72,,,,,00:26:41
1594,12-11-2025,14:15:46:201814,89,64.12,23.49,2.72,,,,,00:26:42
1595,12-11-2025,14:15:47:206674,89,64.21,23.49,2.72,,,,,00:26:43
1596,12-11-2025,14:15:48:211675,89,64.24,23.5,2.73,,,,,00:26:44
1597,12-11-2025,14:15:49:216673,89,64.24,23.5,2.72,,,,,00:26:45
1598,12-11-2025,14:15:50:222688,89,64.22,23.51,2.72,,,,,00:26:46
1599,12-11-2025,14:15:51:222675,89,64.23,23.51,2.72,,,,,00:26:47
1600,12-11-2025,14:15:52:222675,89,64.3,23.51,2.73,,,,,00:26:48
1601,12-11-2025,14:15:53:222675,89,64.4,23.51,2.72,,,,,00:26:49
1602,12-11-2025,14:15:54:222675,89,64.49,23.51,2.72,,,,,00:26:50
1603,12-11-2025,14:15:55:224679,89,64.52,23.52,2.72,,,,,00:26:51
1604,12-11-2025,14:15:56:231672,90,64.56,23.52,2.72,,,,,00:26:52
1605,12-11-2025,14:15:57:236673,90,64.57,23.52,2.72,,,,,00:26:53
1606,12-11-2025,14:15:58:241673,89,64.59,23.53,2.73,,,,,00:26:54
1607,12-11-2025,14:15:59:247673,89,64.62,23.53,2.72,,,,,00:26:55
1608,12-11-2025,14:16:00:252672,90,64.68,23.53,2.72,,,,,00:26:56
1609,12-11-2025,14:16:01:257670,89,64.72,23.54,2.73,,,,,00:26:57
1610,12-11-2025,14:16:02:262674,90,64.72,23.54,2.72,,,,,00:26:58
1611,12-11-2025,14:16:03:267669,90,64.71,23.54,2.72,,,,,00:26:59
1612,12-11-2025,14:16:04:272674,90,64.64,23.55,2.7,,,,,00:27:00
1613,12-11-2025,14:16:05:277670,90,64.56,23.55,2.72,,,,,00:27:01
1614,12-11-2025,14:16:06:284674,89,64.52,23.56,2.72,,,,,00:27:02
1615,12-11-2025,14:16:07:289669,90,64.5,23.56,2.72,,,,,00:27:03
1616,12-11-2025,14:16:08:294673,89,64.49,23.57,2.72,,,,,00:27:04
1617,12-11-2025,14:16:09:300669,90,64.47,23.57,2.72,,,,,00:27:05
1618,12-11-2025,14:16:10:305673,90,64.41,23.58,2.72,,,,,00:27:06
1619,12-11-2025,14:16:11:310670,89,64.34,23.58,2.72,,,,,00:27:07
1620,12-11-2025,14:16:12:315673,90,64.26,23.59,2.72,,,,,00:27:08
1621,12-11-2025,14:16:13:320669,89,64.24,23.59,2.72,,,,,00:27:09
1622,12-11-2025,14:16:14:325673,90,64.24,23.6,2.73,,,,,00:27:10
1623,12-11-2025,14:16:15:332670,90,64.21,23.6,2.7,,,,,00:27:11
1624,12-11-2025,14:16:16:337673,90,64.17,23.61,2.73,,,,,00:27:12
1625,12-11-2025,14:16:17:342669,90,64.19,23.61,2.72,,,,,00:27:13
1626,12-11-2025,14:16:18:347673,90,64.23,23.62,2.73,,,,,00:27:14
1627,12-11-2025,14:16:19:352669,90,64.28,23.62,2.72,,,,,00:27:15
1628,12-11-2025,14:16:20:357673,90,64.34,23.63,2.74,,,,,00:27:16
1629,12-11-2025,14:16:21:362669,90,64.39,23.63,2.71,,,,,00:27:17
1630,12-11-2025,14:16:22:367674,90,64.42,23.64,2.73,,,,,00:27:18
1631,12-11-2025,14:16:23:372670,90,64.39,23.64,2.74,,,,,00:27:19
1632,12-11-2025,14:16:24:377673,90,64.33,23.65,2.72,,,,,00:27:20
1633,12-11-2025,14:16:25:384670,90,64.27,23.65,2.73,,,,,00:27:21
1634,12-11-2025,14:16:26:389673,90,64.28,23.65,2.7,,,,,00:27:22
1635,12-11-2025,14:16:27:394669,90,64.29,23.66,2.72,,,,,00:27:23
1636,12-11-2025,14:16:28:399673,90,64.3,23.66,2.72,,,,,00:27:24
1637,12-11-2025,14:16:29:404669,90,64.28,23.67,2.72,,,,,00:27:25
1638,12-11-2025,14:16:30:409673,90,64.22,23.67,2.73,,,,,00:27:26
1639,12-11-2025,14:16:31:414670,90,64.14,23.68,2.72,,,,,00:27:27
1640,12-11-2025,14:16:32:419673,90,64.07,23.68,2.73,,,,,00:27:28
1641,12-11-2025,14:16:33:424669,90,64.01,23.69,2.73,,,,,00:27:29
1642,12-11-2025,14:16:34:429676,90,64.0,23.69,2.73,,,,,00:27:30
1643,12-11-2025,14:16:35:436670,90,64.01,23.7,2.72,,,,,00:27:31
1644,12-11-2025,14:16:36:441673,90,64.08,23.7,2.73,,,,,00:27:32
1645,12-11-2025,14:16:37:446669,90,64.18,23.7,2.72,,,,,00:27:33
1646,12-11-2025,14:16:38:451673,90,64.23,23.7,2.72,,,,,00:27:34
1647,12-11-2025,14:16:39:456669,90,64.27,23.7,2.72,,,,,00:27:35
1648,12-11-2025,14:16:40:461673,91,64.31,23.71,2.73,,,,,00:27:36
1649,12-11-2025,14:16:41:466669,91,64.3,23.71,2.72,,,,,00:27:37
1650,12-11-2025,14:16:42:471674,91,64.28,23.71,2.73,,,,,00:27:38
1651,12-11-2025,14:16:43:476669,91,64.25,23.72,2.72,,,,,00:27:39
1652,12-11-2025,14:16:44:483674,90,64.18,23.72,2.72,,,,,00:27:40
1653,12-11-2025,14:16:45:488670,90,64.14,23.73,2.72,,,,,00:27:41
1654,12-11-2025,14:16:46:493674,90,64.12,23.73,2.72,,,,,00:27:42
1655,12-11-2025,14:16:47:503688,90,64.1,23.74,2.72,,,,,00:27:43
1656,12-11-2025,14:16:48:508675,91,64.09,23.74,2.72,,,,,00:27:44
1657,12-11-2025,14:16:49:513675,91,64.1,23.75,2.73,,,,,00:27:45
1658,12-11-2025,14:16:50:518675,91,64.06,23.75,2.72,,,,,00:27:46
1659,12-11-2025,14:16:51:523673,90,64.05,23.76,2.73,,,,,00:27:47
1660,12-11-2025,14:16:52:528675,90,64.07,23.76,2.72,,,,,00:27:48
1661,12-11-2025,14:16:53:533675,91,64.08,23.77,2.73,,,,,00:27:49
1662,12-11-2025,14:16:54:540675,91,64.09,23.77,2.73,,,,,00:27:50
1663,12-11-2025,14:16:55:545672,90,64.04,23.78,2.72,,,,,00:27:51
1664,12-11-2025,14:16:56:550675,91,63.99,23.78,2.72,,,,,00:27:52
1665,12-11-2025,14:16:57:555672,91,63.95,23.79,2.72,,,,,00:27:53
1666,12-11-2025,14:16:58:560675,91,63.9,23.79,2.72,,,,,00:27:54
1667,12-11-2025,14:16:59:565672,91,63.87,23.79,2.74,,,,,00:27:55
1668,12-11-2025,14:17:00:570675,91,63.92,23.8,2.72,,,,,00:27:56
1669,12-11-2025,14:17:01:575673,91,63.96,23.8,2.73,,,,,00:27:57
1670,12-11-2025,14:17:02:580675,91,63.96,23.81,2.72,,,,,00:27:58
1671,12-11-2025,14:17:03:585674,91,63.96,23.81,2.72,,,,,00:27:59
1672,12-11-2025,14:17:04:592675,91,63.93,23.82,2.72,,,,,00:28:00
1673,12-11-2025,14:17:05:597673,91,63.9,23.82,2.73,,,,,00:28:01
1674,12-11-2025,14:17:06:602675,91,63.86,23.83,2.72,,,,,00:28:02
1675,12-11-2025,14:17:07:607674,90,63.77,23.83,2.73,,,,,00:28:03
1676,12-11-2025,14:17:08:612675,90,63.68,23.84,2.73,,,,,00:28:04
1677,12-11-2025,14:17:09:619674,90,63.6,23.84,2.72,,,,,00:28:05
1678,12-11-2025,14:17:10:624675,90,63.56,23.85,2.72,,,,,00:28:06
1679,12-11-2025,14:17:11:629674,90,63.52,23.85,2.72,,,,,00:28:07
1680,12-11-2025,14:17:12:634675,90,63.47,23.85,2.72,,,,,00:28:08
1681,12-11-2025,14:17:13:641672,90,63.43,23.86,2.72,,,,,00:28:09
1682,12-11-2025,14:17:14:647673,90,63.39,23.86,2.73,,,,,00:28:10
1683,12-11-2025,14:17:15:652672,90,63.36,23.86,2.72,,,,,00:28:11
1684,12-11-2025,14:17:16:657672,90,63.36,23.87,2.73,,,,,00:28:12
1685,12-11-2025,14:17:17:663672,90,63.36,23.87,2.73,,,,,00:28:13
1686,12-11-2025,14:17:18:668672,90,63.41,23.87,2.72,,,,,00:28:14
1687,12-11-2025,14:17:19:673672,91,63.47,23.88,2.72,,,,,00:28:15
1688,12-11-2025,14:17:20:678672,91,63.54,23.88,2.72,,,,,00:28:16
1689,12-11-2025,14:17:21:683672,91,63.58,23.88,2.72,,,,,00:28:17
1690,12-11-2025,14:17:22:688672,91,63.61,23.89,2.72,,,,,00:28:18
1691,12-11-2025,14:17:23:695672,91,63.65,23.89,2.72,,,,,00:28:19
1692,12-11-2025,14:17:24:700672,91,63.65,23.9,2.72,,,,,00:28:20
1693,12-11-2025,14:17:25:705672,91,63.67,23.9,2.72,,,,,00:28:21
1694,12-11-2025,14:17:26:710672,91,63.67,23.9,2.72,,,,,00:28:22
1695,12-11-2025,14:17:27:716672,91,63.7,23.9,2.72,,,,,00:28:23
1696,12-11-2025,14:17:28:721672,91,63.7,23.9,2.72,,,,,00:28:24
1697,12-11-2025,14:17:29:726672,91,63.68,23.91,2.73,,,,,00:28:25
1698,12-11-2025,14:17:30:731672,91,63.68,23.91,2.72,,,,,00:28:26
1699,12-11-2025,14:17:31:736673,91,63.68,23.92,2.72,,,,,00:28:27
1700,12-11-2025,14:17:32:741672,91,63.67,23.92,2.73,,,,,00:28:28
1701,12-11-2025,14:17:33:748673,91,63.66,23.92,2.72,,,,,00:28:29
1702,12-11-2025,14:17:34:753672,91,63.64,23.93,2.74,,,,,00:28:30
1703,12-11-2025,14:17:35:758672,91,63.6,23.93,2.73,,,,,00:28:31
1704,12-11-2025,14:17:36:763680,91,63.57,23.94,2.72,,,,,00:28:32
1705,12-11-2025,14:17:37:768672,91,63.57,23.94,2.72,,,,,00:28:33
1706,12-11-2025,14:17:38:773672,91,63.57,23.95,2.72,,,,,00:28:34
1707,12-11-2025,14:17:39:778672,91,63.57,23.95,2.73,,,,,00:28:35
1708,12-11-2025,14:17:40:783672,91,63.52,23.96,2.73,,,,,00:28:36
1709,12-11-2025,14:17:41:788672,91,63.45,23.96,2.72,,,,,00:28:37
1710,12-11-2025,14:17:42:795675,91,63.37,23.97,2.7,,,,,00:28:38
1711,12-11-2025,14:17:43:800674,91,63.28,23.97,2.71,,,,,00:28:39
1712,12-11-2025,14:17:44:805675,91,63.19,23.98,2.73,,,,,00:28:40
1713,12-11-2025,14:17:45:810673,91,63.08,23.98,2.73,,,,,00:28:41
1714,12-11-2025,14:17:46:820688,91,63.0,23.99,2.72,,,,,00:28:42
1715,12-11-2025,14:17:47:825672,91,62.95,23.99,2.72,,,,,00:28:43
1716,12-11-2025,14:17:48:830672,91,62.92,24.0,2.73,,,,,00:28:44
1717,12-11-2025,14:17:49:835673,91,62.93,24.0,2.73,,,,,00:28:45
1718,12-11-2025,14:17:50:840672,91,62.89,24.01,2.72,,,,,00:28:46
1719,12-11-2025,14:17:51:845673,91,62.85,24.01,2.72,,,,,00:28:48
1720,12-11-2025,14:17:52:852672,91,62.78,24.02,2.72,,,,,00:28:49
1721,12-11-2025,14:17:53:857673,91,62.73,24.02,2.72,,,,,00:28:50
1722,12-11-2025,14:17:54:863672,90,62.71,24.03,2.7,,,,,00:28:51
1723,12-11-2025,14:17:55:868673,91,62.69,24.03,2.73,,,,,00:28:52
1724,12-11-2025,14:17:56:873672,91,62.7,24.04,2.72,,,,,00:28:53
1725,12-11-2025,14:17:57:878673,91,62.73,24.04,2.74,,,,,00:28:54
1726,12-11-2025,14:17:58:883672,91,62.7,24.04,2.72,,,,,00:28:55
1727,12-11-2025,14:17:59:888673,90,62.7,24.05,2.72,,,,,00:28:56
1728,12-11-2025,14:18:00:893672,91,62.76,24.05,2.72,,,,,00:28:57
1729,12-11-2025,14:18:01:898669,91,62.78,24.05,2.72,,,,,00:28:58
1730,12-11-2025,14:18:02:905673,90,62.78,24.06,2.73,,,,,00:28:59
1731,12-11-2025,14:18:03:910669,91,62.81,24.06,2.72,,,,,00:29:00
1732,12-11-2025,14:18:04:915673,90,62.85,24.06,2.72,,,,,00:29:01
1733,12-11-2025,14:18:05:920669,91,62.83,24.07,2.68,,,,,00:29:02
1734,12-11-2025,14:18:06:925673,91,62.79,24.07,2.72,,,,,00:29:03
1735,12-11-2025,14:18:07:930669,91,62.73,24.08,2.72,,,,,00:29:04
1736,12-11-2025,14:18:08:935673,91,62.68,24.08,2.73,,,,,00:29:05
1737,12-11-2025,14:18:09:940669,91,62.64,24.09,2.73,,,,,00:29:06
1738,12-11-2025,14:18:10:945673,90,62.64,24.09,2.73,,,,,00:29:07
1739,12-11-2025,14:18:11:952669,90,62.64,24.09,2.72,,,,,00:29:08
1740,12-11-2025,14:18:12:957674,90,62.68,24.09,2.73,,,,,00:29:09
1741,12-11-2025,14:18:13:962669,90,62.7,24.1,2.73,,,,,00:29:10
1742,12-11-2025,14:18:14:967673,90,62.71,24.1,2.71,,,,,00:29:11
1743,12-11-2025,14:18:15:972670,91,62.7,24.1,2.73,,,,,00:29:12
1744,12-11-2025,14:18:16:977673,91,62.68,24.11,2.73,,,,,00:29:13
1745,12-11-2025,14:18:17:982669,90,62.67,24.11,2.72,,,,,00:29:14
1746,12-11-2025,14:18:18:987673,90,62.64,24.11,2.72,,,,,00:29:15
1747,12-11-2025,14:18:19:992669,90,62.62,24.12,2.72,,,,,00:29:16
1748,12-11-2025,14:18:20:997673,91,62.59,24.12,2.72,,,,,00:29:17
1749,12-11-2025,14:18:22:004669,91,62.55,24.13,2.72,,,,,00:29:18
1750,12-11-2025,14:18:23:009674,91,62.53,24.13,2.72,,,,,00:29:19
1751,12-11-2025,14:18:24:014670,91,62.51,24.13,2.72,,,,,00:29:20
1752,12-11-2025,14:18:25:019673,91,62.49,24.14,2.72,,,,,00:29:21
1753,12-11-2025,14:18:26:024669,91,62.5,24.14,2.72,,,,,00:29:22
1754,12-11-2025,14:18:27:029673,90,62.51,24.14,2.73,,,,,00:29:23
1755,12-11-2025,14:18:28:034669,91,62.52,24.15,2.72,,,,,00:29:24
1756,12-11-2025,14:18:29:039673,90,62.52,24.15,2.72,,,,,00:29:25
1757,12-11-2025,14:18:30:044669,91,62.49,24.16,2.72,,,,,00:29:26
1758,12-11-2025,14:18:31:049673,91,62.46,24.16,2.72,,,,,00:29:27
1759,12-11-2025,14:18:32:056669,91,62.4,24.16,2.72,,,,,00:29:28
1760,12-11-2025,14:18:33:062674,90,62.36,24.17,2.72,,,,,00:29:29
1761,12-11-2025,14:18:34:067669,91,62.33,24.17,2.72,,,,,00:29:30
1762,12-11-2025,14:18:35:072673,91,62.3,24.18,2.73,,,,,00:29:31
1763,12-11-2025,14:18:36:077670,91,62.27,24.18,2.73,,,,,00:29:32
1764,12-11-2025,14:18:37:082673,91,62.23,24.19,2.72,,,,,00:29:33
1765,12-11-2025,14:18:38:087669,91,62.19,24.19,2.72,,,,,00:29:34
1766,12-11-2025,14:18:39:092673,91,62.16,24.19,2.72,,,,,00:29:35
1767,12-11-2025,14:18:40:098669,90,62.15,24.2,2.73,,,,,00:29:36
1768,12-11-2025,14:18:41:105674,91,62.15,24.2,2.72,,,,,00:29:37
1769,12-11-2025,14:18:42:110669,91,62.13,24.2,2.72,,,,,00:29:38
1770,12-11-2025,14:18:43:116673,90,62.11,24.2,2.73,,,,,00:29:39
1771,12-11-2025,14:18:44:121669,90,62.08,24.21,2.72,,,,,00:29:40
1772,12-11-2025,14:18:45:126673,90,62.03,24.21,2.72,,,,,00:29:41
1773,12-11-2025,14:18:46:132670,89,61.99,24.21,2.72,,,,,00:29:42
1774,12-11-2025,14:18:47:142690,90,61.94,24.21,2.73,,,,,00:29:43
1775,12-11-2025,14:18:48:148675,90,61.92,24.21,2.72,,,,,00:29:44
1776,12-11-2025,14:18:49:153675,90,61.92,24.22,2.72,,,,,00:29:45
1777,12-11-2025,14:18:50:158672,90,61.92,24.22,2.7,,,,,00:29:46
1778,12-11-2025,14:18:51:165675,90,61.92,24.22,2.72,,,,,00:29:47
1779,12-11-2025,14:18:52:170672,90,61.92,24.22,2.72,,,,,00:29:48
1780,12-11-2025,14:18:53:175675,90,61.9,24.23,2.72,,,,,00:29:49
1781,12-11-2025,14:18:54:180672,90,61.89,24.23,2.73,,,,,00:29:50
1782,12-11-2025,14:18:55:185675,90,61.86,24.23,2.73,,,,,00:29:51
1783,12-11-2025,14:18:56:190672,90,61.86,24.24,2.72,,,,,00:29:52
1784,12-11-2025,14:18:57:195675,89,61.83,24.24,2.72,,,,,00:29:53
1785,12-11-2025,14:18:58:200672,89,61.83,24.25,2.72,,,,,00:29:54
1786,12-11-2025,14:18:59:205675,90,61.8,24.25,2.73,,,,,00:29:55
1787,12-11-2025,14:19:00:210672,90,61.78,24.26,2.72,,,,,00:29:56
1788,12-11-2025,14:19:01:217675,89,61.77,24.26,2.7,,,,,00:29:57
1789,12-11-2025,14:19:02:222674,90,61.76,24.26,2.72,,,,,00:29:58
1790,12-11-2025,14:19:03:227675,89,61.73,24.27,2.72,,,,,00:29:59
1791,12-11-2025,14:19:04:232674,89,61.71,24.27,2.72,,,,,00:30:00
1792,12-11-2025,14:19:05:237673,90,61.67,24.28,2.72,,,,,00:30:01
1793,12-11-2025,14:19:06:242674,89,61.65,24.28,2.72,,,,,00:30:02
1794,12-11-2025,14:19:07:247675,90,61.6,24.28,2.72,,,,,00:30:03
1795,12-11-2025,14:19:08:252674,89,61.58,24.29,2.72,,,,,00:30:04
1796,12-11-2025,14:19:09:259676,90,61.57,24.29,2.72,,,,,00:30:05
1797,12-11-2025,14:19:10:266672,90,61.54,24.29,2.72,,,,,00:30:06
1798,12-11-2025,14:19:11:271672,90,61.5,24.3,2.72,,,,,00:30:07
1799,12-11-2025,14:19:12:277672,90,61.48,24.3,2.71,,,,,00:30:08
1800,12-11-2025,14:19:13:282672,90,61.46,24.31,2.72,,,,,00:30:09
1801,12-11-2025,14:19:14:287672,90,61.46,24.31,2.72,,,,,00:30:10
1802,12-11-2025,14:19:15:292672,90,61.45,24.31,2.72,,,,,00:30:11
1803,12-11-2025,14:19:16:297672,89,61.45,24.32,2.73,,,,,00:30:12
1804,12-11-2025,14:19:17:302672,90,61.42,24.32,2.72,,,,,00:30:13
1805,12-11-2025,14:19:18:307672,90,61.39,24.33,2.72,,,,,00:30:14
1806,12-11-2025,14:19:19:312672,90,61.37,24.33,2.73,,,,,00:30:15
1807,12-11-2025,14:19:20:319672,90,61.32,24.33,2.72,,,,,00:30:16
1808,12-11-2025,14:19:21:324672,90,61.31,24.34,2.72,,,,,00:30:17
1809,12-11-2025,14:19:22:329672,90,61.26,24.34,2.73,,,,,00:30:18
1810,12-11-2025,14:19:23:334672,90,61.26,24.35,2.7,,,,,00:30:19
1811,12-11-2025,14:19:24:339672,90,61.26,24.35,2.72,,,,,00:30:20
1812,12-11-2025,14:19:25:344672,90,61.23,24.35,2.72,,,,,00:30:21
1813,12-11-2025,14:19:26:349672,90,61.21,24.36,2.72,,,,,00:30:22
1814,12-11-2025,14:19:27:354672,90,61.18,24.36,2.72,,,,,00:30:23
1815,12-11-2025,14:19:28:359672,90,61.19,24.36,2.72,,,,,00:30:24
1816,12-11-2025,14:19:29:364672,90,61.18,24.36,2.72,,,,,00:30:25
1817,12-11-2025,14:19:30:371672,90,61.19,24.36,2.72,,,,,00:30:26
1818,12-11-2025,14:19:31:376672,90,61.18,24.37,2.72,,,,,00:30:27
1819,12-11-2025,14:19:32:381672,89,61.21,24.37,2.72,,,,,00:30:28
1820,12-11-2025,14:19:33:386672,89,61.19,24.37,2.72,,,,,00:30:29
1821,12-11-2025,14:19:34:391673,89,61.19,24.38,2.72,,,,,00:30:30
1822,12-11-2025,14:19:35:396673,89,61.17,24.38,2.72,,,,,00:30:31
1823,12-11-2025,14:19:36:401672,89,61.15,24.38,2.72,,,,,00:30:32
1824,12-11-2025,14:19:37:406672,89,61.1,24.38,2.72,,,,,00:30:33
1825,12-11-2025,14:19:38:411672,90,61.07,24.39,2.73,,,,,00:30:34
1826,12-11-2025,14:19:39:418675,89,61.04,24.39,2.73,,,,,00:30:35
1827,12-11-2025,14:19:40:423674,90,61.02,24.4,2.72,,,,,00:30:36
1828,12-11-2025,14:19:41:428678,90,60.98,24.4,2.71,,,,,00:30:37
1829,12-11-2025,14:19:42:433674,90,60.98,24.4,2.72,,,,,00:30:38
1830,12-11-2025,14:19:43:438675,90,60.97,24.4,2.72,,,,,00:30:39
1831,12-11-2025,14:19:44:443674,90,60.96,24.41,2.73,,,,,00:30:40
1832,12-11-2025,14:19:45:448675,89,60.96,24.41,2.72,,,,,00:30:41
1833,12-11-2025,14:19:46:453674,89,60.96,24.41,2.72,,,,,00:30:42
1834,12-11-2025,14:19:47:463687,89,60.97,24.41,2.72,,,,,00:30:43
1835,12-11-2025,14:19:48:468675,89,60.98,24.41,2.72,,,,,00:30:44
1836,12-11-2025,14:19:49:475673,89,60.95,24.41,2.72,,,,,00:30:45
1837,12-11-2025,14:19:50:480672,90,60.98,24.42,2.73,,,,,00:30:46
1838,12-11-2025,14:19:51:485675,89,60.96,24.42,2.72,,,,,00:30:47
1839,12-11-2025,14:19:52:491672,89,60.97,24.42,2.72,,,,,00:30:48
1840,12-11-2025,14:19:53:496673,89,60.94,24.43,2.72,,,,,00:30:49
1841,12-11-2025,14:19:54:501672,90,60.92,24.43,2.72,,,,,00:30:50
1842,12-11-2025,14:19:55:506675,89,60.9,24.43,2.71,,,,,00:30:51
1843,12-11-2025,14:19:56:511672,90,60.9,24.44,2.73,,,,,00:30:52
1844,12-11-2025,14:19:57:516675,89,60.88,24.44,2.7,,,,,00:30:53
1845,12-11-2025,14:19:58:521672,90,60.87,24.44,2.72,,,,,00:30:54
1846,12-11-2025,14:19:59:528675,89,60.86,24.45,2.72,,,,,00:30:55
1847,12-11-2025,14:20:00:533672,90,60.84,24.45,2.72,,,,,00:30:56
1848,12-11-2025,14:20:01:538672,89,60.84,24.46,2.72,,,,,00:30:57
1849,12-11-2025,14:20:02:544673,90,60.82,24.46,2.72,,,,,00:30:58
1850,12-11-2025,14:20:03:549672,90,60.8,24.46,2.72,,,,,00:30:59
1851,12-11-2025,14:20:04:554673,89,60.78,24.47,2.73,,,,,00:31:00
1852,12-11-2025,14:20:05:559672,89,60.78,24.47,2.72,,,,,00:31:01
1853,12-11-2025,14:20:06:564673,90,60.77,24.47,2.72,,,,,00:31:02
1854,12-11-2025,14:20:07:569672,89,60.76,24.47,2.72,,,,,00:31:03
1855,12-11-2025,14:20:08:576673,89,60.75,24.48,2.72,,,,,00:31:04
1856,12-11-2025,14:20:09:581672,90,60.74,24.48,2.72,,,,,00:31:05
1857,12-11-2025,14:20:10:586673,89,60.74,24.48,2.73,,,,,00:31:06
1858,12-11-2025,14:20:11:591672,89,60.75,24.48,2.73,,,,,00:31:07
1859,12-11-2025,14:20:12:596674,90,60.74,24.48,2.72,,,,,00:31:08
1860,12-11-2025,14:20:13:601672,89,60.74,24.49,2.72,,,,,00:31:09
1861,12-11-2025,14:20:14:606674,89,60.74,24.49,2.72,,,,,00:31:10
1862,12-11-2025,14:20:15:611672,89,60.73,24.49,2.72,,,,,00:31:11
1863,12-11-2025,14:20:16:616673,89,60.74,24.49,2.72,,,,,00:31:12
1864,12-11-2025,14:20:17:621672,89,60.74,24.49,2.72,,,,,00:31:13
1865,12-11-2025,14:20:18:628673,89,60.72,24.49,2.72,,,,,00:31:14
1866,12-11-2025,14:20:19:633672,89,60.72,24.5,2.72,,,,,00:31:15
1867,12-11-2025,14:20:20:638674,89,60.7,24.5,2.72,,,,,00:31:16
1868,12-11-2025,14:20:21:643672,89,60.7,24.5,2.73,,,,,00:31:17
1869,12-11-2025,14:20:22:648673,89,60.68,24.5,2.72,,,,,00:31:18
1870,12-11-2025,14:20:23:653673,89,60.65,24.5,2.72,,,,,00:31:19
1871,12-11-2025,14:20:24:658673,90,60.64,24.51,2.72,,,,,00:31:20
1872,12-11-2025,14:20:25:663672,89,60.64,24.51,2.72,,,,,00:31:21
1873,12-11-2025,14:20:26:668673,89,60.62,24.51,2.73,,,,,00:31:22
1874,12-11-2025,14:20:27:673672,90,60.61,24.52,2.72,,,,,00:31:23
1875,12-11-2025,14:20:28:675673,89,60.58,24.52,2.73,,,,,00:31:24
1876,12-11-2025,14:20:29:680672,90,60.57,24.52,2.72,,,,,00:31:25
1877,12-11-2025,14:20:30:685669,89,60.55,24.53,2.73,,,,,00:31:26
1878,12-11-2025,14:20:31:690674,89,60.55,24.53,2.72,,,,,00:31:27
1879,12-11-2025,14:20:32:695669,89,60.53,24.53,2.73,,,,,00:31:28
1880,12-11-2025,14:20:33:700673,89,60.53,24.54,2.72,,,,,00:31:29
1881,12-11-2025,14:20:34:705669,89,60.52,24.54,2.72,,,,,00:31:30
1882,12-11-2025,14:20:35:710673,89,60.49,24.54,2.72,,,,,00:31:31
1883,12-11-2025,14:20:36:715669,90,60.48,24.54,2.72,,,,,00:31:32
1884,12-11-2025,14:20:37:722763,90,60.44,24.55,2.71,,,,,00:31:33
1885,12-11-2025,14:20:38:727669,89,60.42,24.55,2.72,,,,,00:31:34
1886,12-11-2025,14:20:39:732674,90,60.4,24.55,2.73,,,,,00:31:35
1887,12-11-2025,14:20:40:737669,89,60.38,24.56,2.73,,,,,00:31:36
1888,12-11-2025,14:20:41:742674,89,60.36,24.56,2.72,,,,,00:31:37
1889,12-11-2025,14:20:42:747670,90,60.36,24.56,2.72,,,,,00:31:38
1890,12-11-2025,14:20:43:752673,90,60.35,24.57,2.72,,,,,00:31:39
