SNO,Date,Time,ADC,Humidity_pct,Temp_C,Voltage_V
98,10-11-2025,14:30:10:673253,119.0,48.02,18.57,2.73
99,10-11-2025,14:30:11:681269,118.0,47.96,18.52,2.72
100,10-11-2025,14:30:12:682253,118.0,47.9,18.48,2.72
101,10-11-2025,14:30:13:683255,118.0,47.85,18.43,2.73
102,10-11-2025,14:30:14:689267,117.0,47.82,18.39,2.72
103,10-11-2025,14:30:15:699271,117.0,47.81,18.35,2.73
104,10-11-2025,14:30:16:705290,117.0,47.81,18.32,2.71
105,10-11-2025,14:30:17:711271,117.0,47.82,18.29,2.72
106,10-11-2025,14:30:18:717267,116.0,47.85,18.27,2.71
107,10-11-2025,14:30:19:723271,115.0,47.87,18.25,2.72
108,10-11-2025,14:30:20:730267,115.0,47.89,18.24,2.72
109,10-11-2025,14:30:21:734252,115.0,47.92,18.24,2.73
110,10-11-2025,14:30:22:736250,115.0,47.94,18.24,2.72
111,10-11-2025,14:30:23:741272,115.0,47.96,18.23,2.72
112,10-11-2025,14:30:24:747256,115.0,47.97,18.23,2.73
113,10-11-2025,14:30:25:753255,114.0,48.0,18.23,2.72
114,10-11-2025,14:30:26:760255,115.0,48.04,18.24,2.72
115,10-11-2025,14:30:27:766255,114.0,48.07,18.25,2.72
116,10-11-2025,14:30:28:772255,114.0,48.1,18.26,2.72
117,10-11-2025,14:30:29:775262,115.0,48.14,18.28,2.71
118,10-11-2025,14:30:30:778256,113.0,48.15,18.29,2.72
119,10-11-2025,14:30:31:781253,113.0,48.17,18.31,2.72
120,10-11-2025,14:30:32:791268,113.0,48.2,18.32,2.72
121,10-11-2025,14:30:33:792253,113.0,48.23,18.34,2.73
122,10-11-2025,14:30:34:793253,112.0,48.22,18.36,2.72
123,10-11-2025,14:30:35:797269,112.0,48.24,18.38,2.72
124,10-11-2025,14:30:36:801270,111.0,48.24,18.39,2.72
125,10-11-2025,14:30:37:807378,112.0,48.21,18.41,2.71
126,10-11-2025,14:30:38:809256,112.0,48.18,18.42,2.72
127,10-11-2025,14:30:39:811252,111.0,48.17,18.44,2.71
128,10-11-2025,14:30:40:814255,111.0,48.12,18.44,2.72
129,10-11-2025,14:30:41:815253,110.0,48.08,18.45,2.72
130,10-11-2025,14:30:42:816255,110.0,48.04,18.45,2.72
131,10-11-2025,14:30:43:818253,110.0,48.0,18.46,2.72
132,10-11-2025,14:30:44:821255,109.0,47.97,18.46,2.73
133,10-11-2025,14:30:45:827266,109.0,47.92,18.46,2.72
134,10-11-2025,14:30:46:833271,109.0,47.86,18.45,2.73
135,10-11-2025,14:30:47:839268,108.0,47.8,18.44,2.72
136,10-11-2025,14:30:48:845273,108.0,47.72,18.42,2.72
137,10-11-2025,14:30:49:851268,106.0,47.66,18.39,2.73
138,10-11-2025,14:30:50:853273,105.0,47.6,18.36,2.72
139,10-11-2025,14:30:51:857268,104.0,47.51,18.31,2.72
140,10-11-2025,14:30:52:863271,105.0,47.44,18.25,2.72
141,10-11-2025,14:30:53:872268,104.0,47.35,18.19,2.72
142,10-11-2025,14:30:54:879273,104.0,47.28,18.13,2.72
143,10-11-2025,14:30:55:880253,104.0,47.23,18.07,2.72
144,10-11-2025,14:30:56:881301,103.0,47.19,18.02,2.73
145,10-11-2025,14:30:57:888266,102.0,47.16,17.96,2.71
146,10-11-2025,14:30:58:888271,103.0,47.15,17.92,2.73
147,10-11-2025,14:30:59:894267,102.0,47.18,17.89,2.71
148,10-11-2025,14:31:00:900272,102.0,47.21,17.87,2.72
149,10-11-2025,14:31:01:906268,102.0,47.27,17.86,2.72
150,10-11-2025,14:31:02:912271,102.0,47.3,17.85,2.72
151,10-11-2025,14:31:03:918268,102.0,47.33,17.83,2.73
152,10-11-2025,14:31:04:921273,102.0,47.39,17.82,2.73
153,10-11-2025,14:31:05:928267,102.0,47.41,17.82,2.73
154,10-11-2025,14:31:06:929253,103.0,47.45,17.82,2.72
155,10-11-2025,14:31:07:930249,101.0,47.49,17.82,2.72
156,10-11-2025,14:31:08:931260,101.0,47.52,17.83,2.73
157,10-11-2025,14:31:09:940270,102.0,47.56,17.84,2.71
158,10-11-2025,14:31:10:950269,102.0,47.59,17.85,2.71
159,10-11-2025,14:31:11:956270,101.0,47.62,17.86,2.73
160,10-11-2025,14:31:12:962269,101.0,47.68,17.88,2.73
161,10-11-2025,14:31:13:968331,101.0,47.71,17.9,2.72
162,10-11-2025,14:31:14:970269,101.0,47.73,17.92,2.72
163,10-11-2025,14:31:15:976269,101.0,47.76,17.94,2.72
164,10-11-2025,14:31:16:982269,101.0,47.76,17.96,2.71
165,10-11-2025,14:31:17:988269,100.0,47.78,17.98,2.72
166,10-11-2025,14:31:18:994268,100.0,47.79,18.0,2.72
167,10-11-2025,14:31:20:002270,100.0,47.79,18.01,2.72
168,10-11-2025,14:31:21:008269,100.0,47.79,18.03,2.72
169,10-11-2025,14:31:22:016270,99.0,47.78,18.05,2.72
170,10-11-2025,14:31:23:023269,99.0,47.76,18.06,2.72
171,10-11-2025,14:31:24:029269,99.0,47.73,18.07,2.73
172,10-11-2025,14:31:25:030255,99.0,47.71,18.08,2.73
173,10-11-2025,14:31:26:031283,98.0,47.66,18.09,2.72
174,10-11-2025,14:31:27:032252,98.0,47.61,18.09,2.71
175,10-11-2025,14:31:28:039267,98.0,47.58,18.1,2.71
176,10-11-2025,14:31:29:039273,98.0,47.52,18.11,2.72
177,10-11-2025,14:31:30:047255,97.0,47.47,18.09,2.72
178,10-11-2025,14:31:31:053405,97.0,47.39,18.07,2.73
179,10-11-2025,14:31:32:060255,96.0,47.32,18.04,2.72
180,10-11-2025,14:31:33:066255,97.0,47.25,18.0,2.72
181,10-11-2025,14:31:34:069262,96.0,47.19,17.96,2.72
182,10-11-2025,14:31:35:070252,96.0,47.13,17.91,2.72
183,10-11-2025,14:31:36:071267,96.0,47.07,17.87,2.71
184,10-11-2025,14:31:37:072252,95.0,47.02,17.82,2.72
185,10-11-2025,14:31:38:073262,95.0,47.0,17.77,2.72
186,10-11-2025,14:31:39:083303,95.0,46.97,17.72,2.73
187,10-11-2025,14:31:40:084271,95.0,46.95,17.67,2.72
188,10-11-2025,14:31:41:090267,95.0,46.93,17.62,2.71
189,10-11-2025,14:31:42:091253,95.0,46.93,17.57,2.72
190,10-11-2025,14:31:43:093253,94.0,46.95,17.52,2.73
191,10-11-2025,14:31:44:098255,95.0,46.97,17.49,2.71
192,10-11-2025,14:31:45:104255,94.0,47.01,17.46,2.73
193,10-11-2025,14:31:46:110344,94.0,47.07,17.44,2.73
194,10-11-2025,14:31:47:116256,94.0,47.12,17.43,2.7
195,10-11-2025,14:31:48:122253,94.0,47.17,17.42,2.71
196,10-11-2025,14:31:49:132269,94.0,47.23,17.4,2.71
197,10-11-2025,14:31:50:134269,94.0,47.28,17.39,2.72
198,10-11-2025,14:31:51:144268,94.0,47.34,17.38,2.73
199,10-11-2025,14:31:52:150269,94.0,47.38,17.37,2.72
200,10-11-2025,14:31:53:156284,94.0,47.42,17.37,2.72
201,10-11-2025,14:31:54:162269,93.0,47.47,17.38,2.73
202,10-11-2025,14:31:55:168269,93.0,47.5,17.39,2.73
203,10-11-2025,14:31:56:170271,94.0,47.54,17.41,2.72
204,10-11-2025,14:31:57:176268,93.0,47.57,17.42,2.72
205,10-11-2025,14:31:58:182269,93.0,47.59,17.44,2.73
206,10-11-2025,14:31:59:190268,93.0,47.61,17.46,2.72
207,10-11-2025,14:32:00:196269,93.0,47.64,17.48,2.74
208,10-11-2025,14:32:01:202268,93.0,47.65,17.5,2.73
209,10-11-2025,14:32:02:208269,93.0,47.68,17.52,2.71
210,10-11-2025,14:32:03:214287,93.0,47.69,17.55,2.73
211,10-11-2025,14:32:04:220269,93.0,47.7,17.57,2.71
212,10-11-2025,14:32:05:220298,93.0,47.7,17.59,2.73
213,10-11-2025,14:32:06:226269,92.0,47.67,17.61,2.72
214,10-11-2025,14:32:07:232268,92.0,47.67,17.64,2.72
215,10-11-2025,14:32:08:238270,92.0,47.65,17.65,2.72
216,10-11-2025,14:32:09:244287,92.0,47.62,17.66,2.72
217,10-11-2025,14:32:10:250269,92.0,47.57,17.67,2.72
218,10-11-2025,14:32:11:252269,91.0,47.52,17.67,2.71
219,10-11-2025,14:32:12:258269,91.0,47.47,17.68,2.73
220,10-11-2025,14:32:13:264268,91.0,47.39,17.67,2.73
221,10-11-2025,14:32:14:266271,91.0,47.33,17.65,2.73
222,10-11-2025,14:32:15:272268,91.0,47.28,17.63,2.72
223,10-11-2025,14:32:16:278269,91.0,47.21,17.59,2.72
224,10-11-2025,14:32:17:284268,90.0,47.14,17.54,2.73
225,10-11-2025,14:32:18:290269,90.0,47.07,17.5,2.73
226,10-11-2025,14:32:19:298268,90.0,47.03,17.47,2.72
227,10-11-2025,14:32:20:304307,90.0,47.01,17.43,2.73
228,10-11-2025,14:32:21:310268,90.0,46.98,17.39,2.72
229,10-11-2025,14:32:22:312271,89.0,46.96,17.34,2.71
230,10-11-2025,14:32:23:317268,89.0,46.95,17.3,2.72
231,10-11-2025,14:32:24:323269,89.0,46.94,17.26,2.72
232,10-11-2025,14:32:25:329268,89.0,46.94,17.23,2.72
233,10-11-2025,14:32:26:335269,88.0,46.97,17.2,2.72
234,10-11-2025,14:32:27:341268,89.0,47.0,17.18,2.72
235,10-11-2025,14:32:28:875266,91.0,47.04,17.11,2.71
236,10-11-2025,14:32:29:877270,90.0,47.11,17.08,2.71
237,10-11-2025,14:32:30:881268,90.0,47.16,17.07,2.73
238,10-11-2025,14:32:31:882269,89.0,47.2,17.06,2.73
239,10-11-2025,14:32:32:884269,89.0,47.23,17.06,2.73
240,10-11-2025,14:32:33:885268,89.0,47.27,17.06,2.71
241,10-11-2025,14:32:34:891256,89.0,47.31,17.06,2.72
242,10-11-2025,14:32:35:891266,89.0,47.34,17.07,2.72
243,10-11-2025,14:32:36:901271,89.0,47.39,17.08,2.72
244,10-11-2025,14:32:37:905267,88.0,47.43,17.09,2.72
245,10-11-2025,14:32:38:905270,89.0,47.47,17.11,2.7
246,10-11-2025,14:32:39:907267,88.0,47.5,17.13,2.72
247,10-11-2025,14:32:40:907271,88.0,47.53,17.15,2.71
248,10-11-2025,14:32:41:907267,88.0,47.54,17.17,2.71
249,10-11-2025,14:32:42:913255,89.0,47.57,17.2,2.7
250,10-11-2025,14:32:43:919255,88.0,47.58,17.22,2.73
251,10-11-2025,14:32:44:925253,88.0,47.6,17.25,2.72
252,10-11-2025,14:32:45:931254,88.0,47.59,17.27,2.72
253,10-11-2025,14:32:46:937253,88.0,47.57,17.29,2.72
254,10-11-2025,14:32:47:940290,87.0,47.56,17.31,2.72
255,10-11-2025,14:32:48:942268,87.0,47.54,17.33,2.72
256,10-11-2025,14:32:49:948268,88.0,47.52,17.35,2.72
257,10-11-2025,14:32:50:949256,87.0,47.48,17.36,2.73
258,10-11-2025,14:32:51:950252,86.0,47.42,17.37,2.74
259,10-11-2025,14:32:52:954268,86.0,47.38,17.38,2.72
260,10-11-2025,14:32:53:955253,87.0,47.33,17.4,2.72
261,10-11-2025,14:32:54:960269,87.0,47.28,17.41,2.72
262,10-11-2025,14:32:55:963269,86.0,47.24,17.41,2.73
263,10-11-2025,14:32:56:969306,86.0,47.21,17.42,2.72
264,10-11-2025,14:32:57:975268,86.0,47.17,17.41,2.73
265,10-11-2025,14:32:58:983270,86.0,47.13,17.4,2.72
266,10-11-2025,14:32:59:989269,86.0,47.08,17.38,2.72
267,10-11-2025,14:33:00:995270,85.0,47.04,17.35,2.72
268,10-11-2025,14:33:02:001269,85.0,46.99,17.32,2.72
269,10-11-2025,14:33:03:007269,85.0,46.94,17.28,2.72
270,10-11-2025,14:33:04:009255,84.0,46.89,17.24,2.72
271,10-11-2025,14:33:05:016267,85.0,46.83,17.2,2.72
272,10-11-2025,14:33:06:025270,85.0,46.81,17.16,2.74
273,10-11-2025,14:33:07:026253,84.0,46.79,17.12,2.71
274,10-11-2025,14:33:08:027298,84.0,46.79,17.09,2.72
275,10-11-2025,14:33:09:034269,84.0,46.8,17.07,2.72
276,10-11-2025,14:33:10:041269,84.0,46.82,17.05,2.72
277,10-11-2025,14:33:11:047268,84.0,46.85,17.04,2.72
278,10-11-2025,14:33:12:054270,84.0,46.86,17.03,2.72
279,10-11-2025,14:33:13:063269,85.0,46.91,17.02,2.72
280,10-11-2025,14:33:14:073269,84.0,46.92,17.02,2.72
281,10-11-2025,14:33:15:082268,85.0,46.97,17.02,2.72
282,10-11-2025,14:33:16:091270,84.0,47.0,17.03,2.72
283,10-11-2025,14:33:17:097268,84.0,47.04,17.03,2.72
284,10-11-2025,14:33:18:100269,85.0,47.11,17.04,2.73
285,10-11-2025,14:33:19:108268,84.0,47.14,17.06,2.73
286,10-11-2025,14:33:20:113269,84.0,47.18,17.07,2.71
287,10-11-2025,14:33:21:119268,84.0,47.23,17.09,2.7
288,10-11-2025,14:33:22:124270,84.0,47.27,17.11,2.73
289,10-11-2025,14:33:23:130268,84.0,47.3,17.13,2.73
290,10-11-2025,14:33:24:136269,84.0,47.32,17.15,2.73
291,10-11-2025,14:33:25:142269,84.0,47.32,17.17,2.73
292,10-11-2025,14:33:26:152269,84.0,47.33,17.19,2.72
293,10-11-2025,14:33:27:158268,84.0,47.33,17.21,2.72
294,10-11-2025,14:33:28:163270,84.0,47.32,17.23,2.72
295,10-11-2025,14:33:29:171268,83.0,47.31,17.25,2.72
296,10-11-2025,14:33:30:177269,84.0,47.29,17.27,2.72
297,10-11-2025,14:33:31:183268,84.0,47.26,17.29,2.72
298,10-11-2025,14:33:32:186269,84.0,47.24,17.32,2.72
299,10-11-2025,14:33:33:186268,83.0,47.21,17.34,2.72
300,10-11-2025,14:33:34:192269,83.0,47.19,17.37,2.72
301,10-11-2025,14:33:35:193253,83.0,47.15,17.39,2.72
302,10-11-2025,14:33:36:198268,83.0,47.1,17.41,2.73
303,10-11-2025,14:33:37:199252,83.0,47.05,17.43,2.72
304,10-11-2025,14:33:38:200253,83.0,46.99,17.45,2.72
305,10-11-2025,14:33:39:202278,83.0,46.94,17.46,2.72
306,10-11-2025,14:33:40:208269,82.0,46.85,17.48,2.71
307,10-11-2025,14:33:41:217270,82.0,46.79,17.49,2.72
308,10-11-2025,14:33:42:218252,82.0,46.73,17.5,2.74
309,10-11-2025,14:33:43:219255,82.0,46.65,17.51,2.72
310,10-11-2025,14:33:44:224268,82.0,46.56,17.5,2.72
311,10-11-2025,14:33:45:225253,81.0,46.48,17.48,2.73
312,10-11-2025,14:33:46:231268,81.0,46.38,17.45,2.73
313,10-11-2025,14:33:47:237269,81.0,46.26,17.41,2.73
314,10-11-2025,14:33:48:239268,80.0,46.18,17.38,2.72
315,10-11-2025,14:33:49:240255,81.0,46.12,17.34,2.72
316,10-11-2025,14:33:50:240267,81.0,46.04,17.31,2.72
317,10-11-2025,14:33:51:241393,80.0,46.0,17.27,2.72
318,10-11-2025,14:33:52:252270,80.0,45.96,17.24,2.71
319,10-11-2025,14:33:53:252268,80.0,45.93,17.22,2.71
320,10-11-2025,14:33:54:258269,80.0,45.91,17.19,2.72
321,10-11-2025,14:33:55:265268,80.0,45.94,17.17,2.71
322,10-11-2025,14:33:56:273269,80.0,45.96,17.15,2.72
323,10-11-2025,14:33:57:279270,81.0,45.98,17.14,2.73
324,10-11-2025,14:33:58:287268,81.0,46.01,17.14,2.72
325,10-11-2025,14:33:59:293271,81.0,46.05,17.14,2.73
326,10-11-2025,14:34:00:294269,80.0,46.09,17.14,2.73
327,10-11-2025,14:34:01:298270,80.0,46.11,17.14,2.72
328,10-11-2025,14:34:02:304269,80.0,46.12,17.15,2.73
329,10-11-2025,14:34:03:310269,80.0,46.15,17.16,2.72
330,10-11-2025,14:34:04:316268,80.0,46.16,17.17,2.73
331,10-11-2025,14:34:05:322269,80.0,46.2,17.18,2.72
332,10-11-2025,14:34:06:328269,80.0,46.21,17.2,2.73
333,10-11-2025,14:34:07:335269,80.0,46.23,17.22,2.73
334,10-11-2025,14:34:08:341269,80.0,46.24,17.24,2.72
335,10-11-2025,14:34:09:341270,80.0,46.25,17.26,2.73
336,10-11-2025,14:34:10:348269,80.0,46.27,17.28,2.72
337,10-11-2025,14:34:11:355270,79.0,46.25,17.29,2.72
338,10-11-2025,14:34:12:361269,80.0,46.25,17.31,2.73
339,10-11-2025,14:34:13:367270,80.0,46.24,17.33,2.73
340,10-11-2025,14:34:14:367269,80.0,46.24,17.35,2.73
341,10-11-2025,14:34:15:375271,80.0,46.25,17.37,2.73
342,10-11-2025,14:34:16:381268,80.0,46.24,17.39,2.72
343,10-11-2025,14:34:17:387270,80.0,46.23,17.41,2.72
344,10-11-2025,14:34:18:392268,79.0,46.22,17.43,2.72
345,10-11-2025,14:34:19:398269,79.0,46.18,17.45,2.73
346,10-11-2025,14:34:20:404269,79.0,46.16,17.47,2.73
347,10-11-2025,14:34:21:405256,80.0,46.12,17.49,2.73
348,10-11-2025,14:34:22:415266,79.0,46.06,17.5,2.72
349,10-11-2025,14:34:23:421272,79.0,46.0,17.51,2.72
350,10-11-2025,14:34:24:424268,79.0,45.92,17.52,2.72
351,10-11-2025,14:34:25:434271,79.0,45.84,17.52,2.73
352,10-11-2025,14:34:26:440268,79.0,45.75,17.51,2.71
353,10-11-2025,14:34:27:440270,78.0,45.68,17.49,2.73
354,10-11-2025,14:34:28:446266,78.0,45.6,17.46,2.73
355,10-11-2025,14:34:29:452270,78.0,45.53,17.44,2.73
356,10-11-2025,14:34:30:460267,78.0,45.47,17.41,2.72
357,10-11-2025,14:34:31:460270,78.0,45.42,17.37,2.72
358,10-11-2025,14:34:32:466266,78.0,45.37,17.33,2.72
359,10-11-2025,14:34:33:472270,77.0,45.35,17.3,2.73
360,10-11-2025,14:34:34:475267,78.0,45.32,17.27,2.73
361,10-11-2025,14:34:35:481402,77.0,45.3,17.25,2.72
362,10-11-2025,14:34:36:488267,77.0,45.29,17.23,2.72
363,10-11-2025,14:34:37:494270,77.0,45.32,17.2,2.73
364,10-11-2025,14:34:38:502268,78.0,45.33,17.18,2.73
365,10-11-2025,14:34:39:506272,77.0,45.35,17.16,2.73
366,10-11-2025,14:34:40:513268,77.0,45.35,17.15,2.72
367,10-11-2025,14:34:41:520270,77.0,45.39,17.14,2.72
368,10-11-2025,14:34:42:529268,77.0,45.43,17.14,2.72
369,10-11-2025,14:34:43:536303,78.0,45.46,17.14,2.72
370,10-11-2025,14:34:44:542267,77.0,45.49,17.15,2.73
371,10-11-2025,14:34:45:548270,77.0,45.53,17.16,2.72
372,10-11-2025,14:34:46:554267,77.0,45.56,17.17,2.72
373,10-11-2025,14:34:47:560270,77.0,45.58,17.19,2.74
374,10-11-2025,14:34:48:569267,77.0,45.6,17.2,2.72
375,10-11-2025,14:34:49:575270,77.0,45.62,17.23,2.73
376,10-11-2025,14:34:50:581268,77.0,45.63,17.25,2.72
377,10-11-2025,14:34:51:586271,77.0,45.63,17.26,2.73
378,10-11-2025,14:34:52:592267,77.0,45.66,17.29,2.72
379,10-11-2025,14:34:53:598270,77.0,45.65,17.31,2.72
380,10-11-2025,14:34:54:604267,77.0,45.64,17.32,2.73
381,10-11-2025,14:34:55:610270,77.0,45.66,17.35,2.72
382,10-11-2025,14:34:56:612268,77.0,45.63,17.36,2.73
383,10-11-2025,14:34:57:620270,77.0,45.63,17.38,2.73
384,10-11-2025,14:34:58:627269,77.0,45.62,17.4,2.72
385,10-11-2025,14:34:59:633270,77.0,45.62,17.42,2.72
386,10-11-2025,14:35:00:639267,77.0,45.61,17.44,2.72
387,10-11-2025,14:35:01:646270,77.0,45.58,17.46,2.72
388,10-11-2025,14:35:02:652268,77.0,45.57,17.47,2.73
389,10-11-2025,14:35:03:654271,76.0,45.52,17.48,2.72
390,10-11-2025,14:35:04:660267,76.0,45.45,17.48,2.73
391,10-11-2025,14:35:05:666272,76.0,45.41,17.48,2.73
392,10-11-2025,14:35:06:675291,76.0,45.33,17.48,2.72
393,10-11-2025,14:35:07:684270,76.0,45.25,17.46,2.73
394,10-11-2025,14:35:08:688268,75.0,45.2,17.45,2.73
395,10-11-2025,14:35:09:693271,76.0,45.13,17.43,2.72
396,10-11-2025,14:35:10:699331,76.0,45.05,17.4,2.72
397,10-11-2025,14:35:11:705270,75.0,44.99,17.37,2.72
398,10-11-2025,14:35:12:712267,75.0,44.94,17.34,2.73
399,10-11-2025,14:35:13:718277,75.0,44.89,17.31,2.72
400,10-11-2025,14:35:14:724267,75.0,44.86,17.27,2.72
401,10-11-2025,14:35:15:730270,75.0,44.8,17.23,2.72
402,10-11-2025,14:35:16:738268,75.0,44.79,17.19,2.72
403,10-11-2025,14:35:17:746270,74.0,44.76,17.14,2.73
404,10-11-2025,14:35:18:752267,75.0,44.72,17.1,2.72
405,10-11-2025,14:35:19:758274,74.0,44.74,17.07,2.73
406,10-11-2025,14:35:20:764267,74.0,44.73,17.05,2.72
407,10-11-2025,14:35:21:765262,74.0,44.74,17.02,2.72
408,10-11-2025,14:35:22:766253,74.0,44.75,17.0,2.72
