SNO,Date,Time,ADC,Humidity_pct,Temp_C,Voltage_V,phase
1,08-10-2025,12:46:50:308988,711,66.43,30.06,2.69,ac on and door open
2,08-10-2025,12:46:53:321909,460,66.07,29.72,2.68,
3,08-10-2025,12:46:56:334912,335,65.92,29.46,2.67,
4,08-10-2025,12:46:59:347908,270,65.78,29.24,2.69,
5,08-10-2025,12:47:02:360912,227,65.59,29.06,2.68,
6,08-10-2025,12:47:06:313958,140,64.71,29.24,2.69,
7,08-10-2025,12:47:09:767964,111,63.56,29.33,2.68,
8,08-10-2025,12:47:12:849996,99,63.69,29.23,2.68,
9,08-10-2025,12:47:16:701960,88,63.74,29.18,2.68,
10,08-10-2025,12:47:19:780968,87,63.54,28.99,2.68,
11,08-10-2025,12:47:22:827958,78,63.39,29.17,2.68,
12,08-10-2025,12:47:26:782089,74,63.33,29.08,2.68,
13,08-10-2025,12:47:29:860969,75,63.18,28.87,2.68,
14,08-10-2025,12:47:32:904962,70,63.04,28.95,2.69,
15,08-10-2025,12:47:36:857958,68,63.34,28.84,2.68,
16,08-10-2025,12:47:39:936968,70,63.29,28.64,2.68,
17,08-10-2025,12:47:42:979961,66,63.31,28.73,2.68,
18,08-10-2025,12:47:46:832958,65,63.55,28.65,2.69,
19,08-10-2025,12:47:50:684958,65,63.84,28.53,2.68,
20,08-10-2025,12:47:53:763968,66,63.73,28.31,2.68,
21,08-10-2025,12:47:56:809961,63,63.6,28.41,2.68,
22,08-10-2025,12:48:00:762960,63,63.61,28.26,2.67,
23,08-10-2025,12:48:03:841969,65,63.66,28.04,2.66,
24,08-10-2025,12:48:06:887962,62,63.58,28.14,2.66,
25,08-10-2025,12:48:10:740958,62,63.97,28.06,2.69,
26,08-10-2025,12:48:13:819968,64,63.94,27.84,2.68,
27,08-10-2025,12:48:16:863961,61,63.76,27.94,2.68,
28,08-10-2025,12:48:20:816958,61,64.01,27.81,2.68,
29,08-10-2025,12:48:24:668960,62,64.29,27.69,2.69,
30,08-10-2025,12:48:27:747968,63,64.32,27.47,2.68,
31,08-10-2025,12:48:30:793960,61,64.31,27.62,2.68,
32,08-10-2025,12:48:33:872968,63,64.24,27.4,2.68,
33,08-10-2025,12:48:37:018958,59,64.41,27.48,2.68,
34,08-10-2025,12:48:40:870959,60,64.65,27.39,2.68,
35,08-10-2025,12:48:43:950969,63,64.6,27.17,2.68,
36,08-10-2025,12:48:46:994959,60,64.59,27.3,2.69,
37,08-10-2025,12:48:50:067972,62,64.41,27.12,2.68,
38,08-10-2025,12:48:54:017960,60,65.02,27.01,2.69,
39,08-10-2025,12:48:57:096969,63,64.57,26.84,2.65,
40,08-10-2025,12:49:00:140961,60,64.41,26.95,2.68,
41,08-10-2025,12:49:03:994958,60,64.69,26.89,2.69,
42,08-10-2025,12:49:07:073968,62,64.63,26.67,2.68,
43,08-10-2025,12:49:10:117962,59,64.61,26.78,2.69,
44,08-10-2025,12:49:14:070958,60,64.84,26.69,2.69,
45,08-10-2025,12:49:17:150969,62,64.77,26.46,2.66,
46,08-10-2025,12:49:20:194962,59,64.8,26.57,2.67,
47,08-10-2025,12:49:24:046960,59,65.09,26.5,2.66,
48,08-10-2025,12:49:28:000960,59,65.32,26.38,2.68,
49,08-10-2025,12:49:31:181967,60,65.66,26.27,2.66,
50,08-10-2025,12:49:34:225961,59,64.94,26.38,2.66,
51,08-10-2025,12:49:37:978960,59,65.15,26.3,2.67,
52,08-10-2025,12:49:41:057968,61,65.14,26.07,2.68,
53,08-10-2025,12:49:44:203960,58,65.29,26.17,2.66,
54,08-10-2025,12:49:48:057960,59,65.32,26.11,2.66,
55,08-10-2025,12:49:51:137969,61,65.22,25.9,2.69,
56,08-10-2025,12:49:54:181962,59,65.2,26.02,2.7,
57,08-10-2025,12:49:58:134967,59,65.4,25.94,2.67,
58,08-10-2025,12:50:01:978957,59,65.4,25.84,2.66,
59,08-10-2025,12:50:05:057969,61,65.2,25.64,2.69,
60,08-10-2025,12:50:08:100962,58,65.27,25.77,2.69,
61,08-10-2025,12:50:12:056958,59,65.61,25.71,2.67,
62,08-10-2025,12:50:15:135968,61,65.42,25.52,2.66,
63,08-10-2025,12:50:18:179962,59,65.32,25.63,2.7,
64,08-10-2025,12:50:22:132958,59,65.55,25.57,2.66,
65,08-10-2025,12:50:25:211969,60,65.38,25.39,2.66,
66,08-10-2025,12:50:28:255962,58,65.31,25.52,2.69,
67,08-10-2025,12:50:32:108960,58,65.66,25.48,2.66,
68,08-10-2025,12:50:35:960958,59,65.8,25.41,2.66,
69,08-10-2025,12:50:39:040969,60,65.58,25.22,2.66,
70,08-10-2025,12:50:42:083962,58,65.48,25.38,2.66,
71,08-10-2025,12:50:46:038960,58,65.49,25.3,2.68,
72,08-10-2025,12:50:49:117968,60,65.25,25.1,2.67,
73,08-10-2025,12:50:52:196969,61,65.49,24.97,2.66,
74,08-10-2025,12:50:55:209911,64,66.38,24.78,2.64,
75,08-10-2025,12:50:58:222912,65,67.19,24.61,2.69,
76,08-10-2025,12:51:02:041963,58,66.45,25.09,2.69,
77,08-10-2025,12:51:05:121970,61,65.78,24.95,2.68,ac on and door open ends
78,08-10-2025,12:51:09:040961,58,65.53,25.17,2.66,ac on and door close
79,08-10-2025,12:51:12:221967,59,65.88,25.02,2.66,
80,08-10-2025,12:51:16:039961,57,65.24,25.26,2.66,
81,08-10-2025,12:51:19:859963,57,64.63,25.37,2.7,
82,08-10-2025,12:51:22:903962,58,64.15,25.28,2.68,
83,08-10-2025,12:51:26:149958,57,64.46,25.19,2.69,
84,08-10-2025,12:51:30:001958,58,64.9,25.04,2.7,
85,08-10-2025,12:51:33:182967,58,65.54,24.89,2.69,
86,08-10-2025,12:51:36:261968,60,65.41,24.74,2.69,
87,08-10-2025,12:51:39:274911,63,66.23,24.51,2.66,
88,08-10-2025,12:51:43:162968,60,67.2,24.45,2.67,
89,08-10-2025,12:51:46:980962,58,65.87,24.88,2.68,
90,08-10-2025,12:51:50:798960,57,64.74,25.07,2.67,
91,08-10-2025,12:51:54:618962,57,64.12,25.14,2.67,
92,08-10-2025,12:51:58:067960,58,64.31,24.97,2.66,
93,08-10-2025,12:52:02:012957,58,64.81,24.76,2.67,
94,08-10-2025,12:52:05:092969,60,64.95,24.54,2.69,
95,08-10-2025,12:52:08:135961,58,65.12,24.69,2.67,
96,08-10-2025,12:52:11:214969,60,64.84,24.55,2.66,
97,08-10-2025,12:52:14:227912,63,65.76,24.33,2.66,
98,08-10-2025,12:52:17:240970,64,66.54,24.14,2.69,
99,08-10-2025,12:52:20:253912,65,67.11,23.98,2.68,
100,08-10-2025,12:52:23:266914,66,67.44,23.85,2.68,
101,08-10-2025,12:52:26:281912,66,67.67,23.74,2.68,
102,08-10-2025,12:52:30:068967,62,67.87,23.88,2.68,
103,08-10-2025,12:52:33:886963,58,66.09,24.48,2.67,
104,08-10-2025,12:52:36:899911,63,65.73,24.23,2.69,
105,08-10-2025,12:52:40:080967,60,65.95,24.15,2.66,
106,08-10-2025,12:52:43:226957,58,65.02,24.34,2.69,
107,08-10-2025,12:52:47:044961,57,63.61,24.53,2.66,
